entity_id;area;status;priority
4450950;Система. Движок;Закрыто;Высокий
4455271;Управление релизами изменениями;Закрыто;Высокий
4456149;Управление релизами изменениями;Закрыто;Высокий
4456425;Управление релизами изменениями;Закрыто;Высокий
4456502;Управление релизами изменениями;Закрыто;Средний
4456970;Управление релизами изменениями;Закрыто;Средний
4460487;Управление релизами изменениями;Разработка;Высокий
4494618;Система.ХранениеАртефактов;Закрыто;Низкий
4494804;Управление релизами изменениями;Подтверждение;Высокий
4498161;Управление релизами изменениями;Выполнено;Высокий
4498685;Управление релизами изменениями;Выполнено;Высокий
4498701;Управление релизами изменениями;Закрыто;Средний
4504034;Система.Таск-трекер;Закрыто;Высокий
4504037;Система.Таск-трекер;Закрыто;Высокий
4504940;Система.ХранениеАртефактов;Закрыто;Низкий
4505501;Система.Вики;Закрыто;Средний
4506738;Система.Таск-трекер;Анализ;Средний
4506809;Система.Таск-трекер;Закрыто;Средний
4509576;Управление релизами изменениями;Закрыто;Средний
4509882;Управление релизами изменениями;Закрыто;Высокий
4512596;Система.Вики;Закрыто;Средний
4531037;Система.Таск-трекер;Закрыто;Средний
4536637;Система.Таск-трекер;Закрыто;Средний
4554718;Система.Таск-трекер;Закрыто;Средний
4555827;Система.Таск-трекер;Закрыто;Средний
4575370;Система.Таск-трекер;Закрыто;Средний
4580923;Система.Таск-трекер;Отклонен исполнителем;Средний
4581487;Система.Таск-трекер;Закрыто;Высокий
4586084;Система.Таск-трекер;Отложен;Высокий
4602781;Управление релизами изменениями;Закрыто;Средний
4609089;Система. Движок;В работе;Средний
4612260;Система.Таск-трекер;Закрыто;Средний
4614947;Система. Движок;Закрыто;Высокий
4620977;Система.ХранениеАртефактов;Закрыто;Средний
4627018;Система.Таск-трекер;Закрыто;Средний
4632264;Система.Таск-трекер;Закрыто;Средний
4638441;Система.Вики;Тестирование;Средний
4653024;Система.Таск-трекер;Закрыто;Средний
4659113;Система.Ошибки;Подтверждение исправления;Средний
4673177;Управление релизами изменениями;В работе;Средний
4673236;Управление релизами изменениями;Создано;Средний
4675867;Система.ХранениеАртефактов;Создано;Средний
4679322;Управление релизами изменениями;Закрыто;Средний
4679846;Система.Вики;Закрыто;Средний
4681497;Управление релизами изменениями;Закрыто;Низкий
4682360;Система.Таск-трекер;Закрыто;Средний
4685900;Система.Ошибки;Закрыто;Средний
4685922;Система.Ошибки;Закрыто;Средний
4697963;Управление релизами изменениями;Создано;Средний
4702650;Система.Таск-трекер;Закрыто;Средний
4705724;Система.Таск-трекер;Закрыто;Средний
4707481;Система. Движок;В работе;Средний
4708680;Система. Движок;Выполнено;Низкий
4708708;Система. Движок;Выполнено;Низкий
4716380;Система.Таск-трекер;Закрыто;Средний
4724529;Система.Таск-трекер;Закрыто;Средний
4728618;Система.Таск-трекер;Закрыто;Средний
4731106;Система.ХранениеАртефактов;Закрыто;Средний
4737959;Система.Вики;Закрыто;Средний
4739622;Система.Вики;Закрыто;Средний
4740195;Система.Таск-трекер;Закрыто;Средний
4741105;Система.Таск-трекер;Закрыто;Средний
4747094;Система.Вики;Закрыто;Средний
4747515;Система.Вики;Закрыто;Средний
4760462;Система.Таск-трекер;Закрыто;Средний
4793080;Система. Движок;Закрыто;Средний
4812411;Система.Таск-трекер;Закрыто;Критический
4815422;Система.Таск-трекер;Закрыто;Высокий
4815976;Система. Движок;Закрыто;Средний
4815999;Система.ХранениеАртефактов;Закрыто;Средний
4816011;Система.ХранениеАртефактов;Закрыто;Средний
4816020;Система.ХранениеАртефактов;Закрыто;Средний
4817374;Система.ХранениеАртефактов;Закрыто;Средний
4817393;Управление релизами изменениями;Разработка;Высокий
4818844;Система.ХранениеАртефактов;Закрыто;Средний
4818859;Система.ХранениеАртефактов;Закрыто;Средний
4818940;Система.ХранениеАртефактов;Закрыто;Средний
4818970;Система.ХранениеАртефактов;Закрыто;Средний
4818988;Система.ХранениеАртефактов;Закрыто;Средний
4819003;Система.ХранениеАртефактов;Закрыто;Средний
4819027;Система.ХранениеАртефактов;Закрыто;Средний
4819043;Система.ХранениеАртефактов;Закрыто;Средний
4819074;Система.ХранениеАртефактов;Закрыто;Средний
4819092;Система.ХранениеАртефактов;Закрыто;Средний
4819110;Система.ХранениеАртефактов;Закрыто;Средний
4819159;Система.ХранениеАртефактов;Закрыто;Средний
4820851;Система.Вики;Закрыто;Средний
4828837;Система.ХранениеАртефактов;Закрыто;Средний
4830400;Система.ХранениеАртефактов;Закрыто;Средний
4832933;Система.ХранениеАртефактов;Закрыто;Средний
4832973;Система.ХранениеАртефактов;Закрыто;Средний
4841274;Система.Таск-трекер;Закрыто;Средний
4842566;Система.Таск-трекер;Закрыто;Средний
4842712;Система.Вики;Закрыто;Средний
4846316;Система.Таск-трекер;Закрыто;Средний
4846758;Система.Таск-трекер;Закрыто;Средний
4854177;Система. Движок;Закрыто;Средний
4857010;Система.Вики;Закрыто;Средний
4857280;Система. Движок;В работе;Средний
4857805;Система. Движок;Выполнено;Средний
4860079;Система.Таск-трекер;Закрыто;Средний
4861809;Система.ХранениеАртефактов;Закрыто;Средний
4862908;Система.ХранениеАртефактов;Закрыто;Средний
4862934;Система.ХранениеАртефактов;Закрыто;Средний
4863760;Система.Таск-трекер;Закрыто;Средний
4863785;Система.Таск-трекер;Закрыто;Высокий
4865405;Система.Вики;Закрыто;Средний
4868440;Система.Вики;Закрыто;Средний
4868878;Система.Вики;Закрыто;Средний
4869075;Система.Вики;Закрыто;Средний
4870059;Система.Вики;Закрыто;Средний
4871324;Система.Вики;Закрыто;Средний
4883319;Система.Таск-трекер;Закрыто;Средний
4884062;Система.Таск-трекер;Закрыто;Средний
4885532;Система.Таск-трекер;Закрыто;Средний
4901955;Управление релизами изменениями;Закрыто;Высокий
4909458;Система.Таск-трекер;Закрыто;Средний
4909793;Система.Ошибки;Подтверждение исправления;Низкий
4911223;Система. Движок;Выполнено;Средний
4915795;Система.Вики;Закрыто;Средний
4915844;Система.Вики;Закрыто;Средний
4915955;Система.Вики;Закрыто;Средний
4916224;Система.Вики;Закрыто;Средний
4918746;Система. Движок;Закрыто;Высокий
4921792;Система.Вики;Закрыто;Средний
4921941;Система.Вики;Закрыто;Средний
4921984;Система.Вики;Закрыто;Средний
4922328;Система.Таск-трекер;Закрыто;Средний
4922388;Система.Таск-трекер;Закрыто;Низкий
4922449;Система.Вики;Закрыто;Средний
4922531;Система.Вики;Закрыто;Средний
4925615;Управление релизами изменениями;Выполнено;Средний
4925630;Управление релизами изменениями;Выполнено;Средний
4925864;Управление релизами изменениями;Выполнено;Средний
4925871;Управление релизами изменениями;Выполнено;Средний
4925896;Управление релизами изменениями;Выполнено;Средний
4925899;Управление релизами изменениями;Выполнено;Средний
4925921;Управление релизами изменениями;Выполнено;Средний
4925930;Управление релизами изменениями;Выполнено;Средний
4925962;Система.Таск-трекер;Закрыто;Средний
4926159;Система.Таск-трекер;Закрыто;Низкий
4926234;Управление релизами изменениями;Выполнено;Средний
4926237;Управление релизами изменениями;Выполнено;Средний
4926250;Управление релизами изменениями;Выполнено;Средний
4926256;Управление релизами изменениями;Выполнено;Средний
4926262;Управление релизами изменениями;Выполнено;Средний
4926299;Управление релизами изменениями;Выполнено;Средний
4926304;Управление релизами изменениями;Выполнено;Средний
4926309;Управление релизами изменениями;Выполнено;Средний
4928635;Система.Таск-трекер;Закрыто;Критический
4928778;Система.Таск-трекер;Выполнено;Высокий
4928932;Система.Вики;Закрыто;Средний
4929062;Система.Вики;Закрыто;Средний
4929174;Система.Вики;Закрыто;Средний
4929326;Система.Вики;Закрыто;Средний
4930162;Система.Таск-трекер;Закрыто;Высокий
4932770;Система.Вики;Закрыто;Низкий
4933442;Система.Таск-трекер;Закрыто;Средний
4933979;Система.Таск-трекер;Закрыто;Средний
4934763;Система.Вики;Закрыто;Средний
4934777;Система.Вики;Закрыто;Средний
4934798;Система.Вики;Закрыто;Средний
4934850;Система.Вики;Закрыто;Средний
4934854;Система.Вики;Закрыто;Средний
4934961;Система.Вики;Закрыто;Средний
4937920;Система.Таск-трекер;Тестирование;Высокий
4939195;Система. Движок;Закрыто;Средний
4942613;Система.Таск-трекер;Закрыто;Средний
4942787;Система.Таск-трекер;Закрыто;Средний
4943107;Система.Таск-трекер;Закрыто;Средний
4943528;Система. Движок;Создано;Средний
4949560;Управление релизами изменениями;Разработка;Средний
4950355;Система.Таск-трекер;Закрыто;Средний
4950418;Управление релизами изменениями;Выполнено;Средний
4950426;Управление релизами изменениями;Выполнено;Средний
4950434;Управление релизами изменениями;Выполнено;Средний
4950477;Управление релизами изменениями;Выполнено;Средний
4950513;Управление релизами изменениями;Выполнено;Средний
4950531;Управление релизами изменениями;Выполнено;Средний
4950554;Управление релизами изменениями;Выполнено;Средний
4950562;Управление релизами изменениями;Выполнено;Средний
4950568;Управление релизами изменениями;Выполнено;Средний
4950588;Система.Таск-трекер;Закрыто;Критический
4950901;Система.ХранениеАртефактов;Закрыто;Средний
4950945;Система.Таск-трекер;Создано;Низкий
4951016;Система.Таск-трекер;Закрыто;Критический
4951393;Система. Движок;Закрыто;Высокий
4952375;Система.Таск-трекер;Закрыто;Средний
4952463;Система.ХранениеАртефактов;Закрыто;Средний
4952630;Система.Таск-трекер;Закрыто;Критический
4952690;Система.Таск-трекер;Закрыто;Средний
4955230;Система.Таск-трекер;Закрыто;Средний
4955261;Система.Таск-трекер;Закрыто;Высокий
4955368;Система.ХранениеАртефактов;Закрыто;Средний
4955673;Система.ХранениеАртефактов;Закрыто;Средний
4955688;Система.ХранениеАртефактов;Закрыто;Средний
4955704;Система.ХранениеАртефактов;Закрыто;Средний
4956270;Система.Таск-трекер;Анализ;Средний
4957805;Система.Таск-трекер;Закрыто;Средний
4957816;Система.Таск-трекер;Закрыто;Средний
4957834;Система.Таск-трекер;Закрыто;Средний
4957875;Система.Таск-трекер;Закрыто;Средний
4957892;Система.Таск-трекер;Закрыто;Средний
4962071;Система.ХранениеАртефактов;Закрыто;Средний
4962075;Система.ХранениеАртефактов;Закрыто;Средний
4962089;Система.ХранениеАртефактов;Закрыто;Средний
4964604;Система.ХранениеАртефактов;Закрыто;Средний
4965138;Управление релизами изменениями;Закрыто;Средний
4967953;Система.Вики;Закрыто;Низкий
4968232;Система.Таск-трекер;Выполнено;Средний
4968419;Система.Таск-трекер;Выполнено;Средний
4968451;Система.Таск-трекер;Закрыто;Средний
4968499;Система.Таск-трекер;Закрыто;Средний
4969150;Система.ХранениеАртефактов;Закрыто;Средний
4971966;Система.Таск-трекер;Закрыто;Высокий
4972101;Система.Таск-трекер;Закрыто;Высокий
4973977;Система.Таск-трекер;Закрыто;Средний
4975765;Система.ХранениеАртефактов;Закрыто;Средний
4975788;Система.ХранениеАртефактов;Закрыто;Средний
4975807;Система.ХранениеАртефактов;Закрыто;Средний
4975936;Система.ХранениеАртефактов;Закрыто;Средний
4975961;Система.ХранениеАртефактов;Закрыто;Средний
4976333;Система.ХранениеАртефактов;Закрыто;Средний
4976927;Управление релизами изменениями;Закрыто;Средний
4977264;Система.Таск-трекер;Закрыто;Высокий
4978122;Система. Движок;Закрыто;Средний
4979369;Система.Вики;Закрыто;Средний
4979418;Система.Вики;Закрыто;Средний
4981655;Система.Таск-трекер;Закрыто;Средний
4981760;Система.Таск-трекер;Закрыто;Средний
4984469;Система. Движок;Выполнено;Средний
4984943;Система.Таск-трекер;Создано;Средний
4985810;Система.Таск-трекер;Закрыто;Средний
4986291;Система.Вики;Закрыто;Средний
4986702;Система.Таск-трекер;Закрыто;Средний
4987066;Система.Таск-трекер;Создано;Средний
4987199;Система.ХранениеАртефактов;Закрыто;Средний
4987211;Система.Таск-трекер;Закрыто;Средний
4987466;Система.Таск-трекер;Закрыто;Средний
4987492;Система.Таск-трекер;Закрыто;Средний
4987515;Система.Таск-трекер;Закрыто;Средний
4987996;Система.Таск-трекер;Закрыто;Средний
4988887;Система.Таск-трекер;СТ Завершено;Средний
4990462;Система.Таск-трекер;Создано;Средний
4990937;Система.Вики;Закрыто;Высокий
4991032;Система.ХранениеАртефактов;Закрыто;Средний
4991239;Система.Вики;Закрыто;Низкий
4991862;Система.Таск-трекер;Закрыто;Средний
4993247;Система.ХранениеАртефактов;Закрыто;Средний
4993335;Система.Вики;Закрыто;Средний
4993469;Система.ХранениеАртефактов;Закрыто;Средний
4993690;Система.ХранениеАртефактов;Закрыто;Средний
4993766;Система.Вики;Закрыто;Средний
4994054;Система.Вики;Закрыто;Средний
4994373;Система.Таск-трекер;Закрыто;Средний
4994435;Система.Таск-трекер;В работе;Средний
4994474;Система.Таск-трекер;Закрыто;Средний
4994720;Система.Таск-трекер;Закрыто;Высокий
4994991;Система.Вики;Закрыто;Средний
4995146;Система.Таск-трекер;Выполнено;Средний
4995334;Система.Вики;Закрыто;Средний
4998104;Система.Вики;Закрыто;Средний
5001342;Система.Вики;Закрыто;Средний
5001364;Система.Вики;Закрыто;Средний
5002341;Система.Вики;Закрыто;Средний
5002345;Система.Вики;Закрыто;Средний
5003114;Система.Таск-трекер;Закрыто;Средний
5003181;Система.Таск-трекер;Закрыто;Средний
5003761;Система.Таск-трекер;Закрыто;Средний
5003809;Система.Таск-трекер;Закрыто;Средний
5005288;Система.ХранениеАртефактов;Закрыто;Средний
5005327;Система.ХранениеАртефактов;Закрыто;Средний
5005367;Система.ХранениеАртефактов;Закрыто;Средний
5005601;Система.ХранениеАртефактов;Закрыто;Средний
5005845;Система.ХранениеАртефактов;Закрыто;Средний
5005913;Система.ХранениеАртефактов;Закрыто;Средний
5005988;Система.ХранениеАртефактов;Закрыто;Средний
5006399;Система.Таск-трекер;Закрыто;Средний
5007003;Система.ХранениеАртефактов;Закрыто;Средний
5007126;Система.ХранениеАртефактов;Закрыто;Средний
5007424;Система.Таск-трекер;Закрыто;Средний
5007485;Система.ХранениеАртефактов;Закрыто;Средний
5007534;Система.ХранениеАртефактов;Закрыто;Средний
5007673;Система.ХранениеАртефактов;Закрыто;Средний
5007735;Система.ХранениеАртефактов;Закрыто;Средний
5007852;Система.ХранениеАртефактов;Закрыто;Средний
5007896;Система.ХранениеАртефактов;Закрыто;Средний
5008047;Система.ХранениеАртефактов;Закрыто;Средний
5008371;Система.ХранениеАртефактов;Закрыто;Средний
5008607;Система.Вики;Закрыто;Средний
5008751;Система.Таск-трекер;Закрыто;Высокий
5008766;Система.Вики;Закрыто;Средний
5009439;Система.Вики;Закрыто;Средний
5009559;Система.Вики;Закрыто;Средний
5009572;Система.ХранениеАртефактов;Закрыто;Средний
5009623;Система.Вики;Закрыто;Средний
5009655;Система.Вики;Закрыто;Средний
5009666;Система.Вики;Закрыто;Средний
5009674;Система.ХранениеАртефактов;Закрыто;Средний
5009706;Система.ХранениеАртефактов;Закрыто;Средний
5009753;Система.Вики;Закрыто;Средний
5010046;Система.Вики;Закрыто;Высокий
5010154;Система.ХранениеАртефактов;Закрыто;Средний
5010302;Система.ХранениеАртефактов;Закрыто;Средний
5010384;Система.ХранениеАртефактов;Закрыто;Средний
5011045;Система.Вики;Закрыто;Средний
5011047;Система.Вики;В работе;Средний
5011908;Система.Вики;Закрыто;Средний
5011942;Система.Вики;Закрыто;Средний
5012051;Система.Вики;Закрыто;Средний
5012259;Система.ХранениеАртефактов;Закрыто;Средний
5012292;Система.ХранениеАртефактов;Закрыто;Средний
5012303;Система.ХранениеАртефактов;Закрыто;Средний
5012319;Система.ХранениеАртефактов;Закрыто;Средний
5012358;Система.ХранениеАртефактов;Закрыто;Средний
5012390;Система.ХранениеАртефактов;Закрыто;Средний
5012406;Система.ХранениеАртефактов;Закрыто;Средний
5012414;Система.ХранениеАртефактов;Закрыто;Средний
5012422;Система.ХранениеАртефактов;Закрыто;Средний
5012458;Система.ХранениеАртефактов;Закрыто;Средний
5012473;Система.ХранениеАртефактов;Закрыто;Средний
5012668;Система.Вики;Закрыто;Средний
5013918;Система.Вики;Закрыто;Средний
5013959;Система.Вики;Закрыто;Средний
5014183;Система.ХранениеАртефактов;Закрыто;Средний
5014253;Система.ХранениеАртефактов;Закрыто;Средний
5014463;Система.Вики;Закрыто;Средний
5014735;Система.ХранениеАртефактов;Закрыто;Средний
5015568;Система. Движок;Закрыто;Средний
5015746;Система.ХранениеАртефактов;Закрыто;Средний
5016075;Система.ХранениеАртефактов;Закрыто;Средний
5016091;Система.Вики;Закрыто;Средний
5016641;Управление релизами изменениями;Закрыто;Высокий
5017083;Управление релизами изменениями;Закрыто;Высокий
5017483;Управление релизами изменениями;Выполнено;Высокий
5018061;Система.ХранениеАртефактов;Закрыто;Средний
5018115;Система.ХранениеАртефактов;Закрыто;Средний
5018133;Система.ХранениеАртефактов;Закрыто;Средний
5020860;Управление релизами изменениями;Закрыто;Высокий
5024108;Система.Вики;Создано;Высокий
5024385;Система.Таск-трекер;Закрыто;Средний
5026040;Система.Вики;Отклонен исполнителем;Критический
5027123;Система.Вики;Отклонен исполнителем;Высокий
5028284;Система.ХранениеАртефактов;Закрыто;Средний
5030342;Система. Движок;Закрыто;Средний
5032503;Система.Таск-трекер;Создано;Средний
5034080;Управление релизами изменениями;Выполнено;Критический
5039919;Система.Таск-трекер;Закрыто;Высокий
5042689;Система.Таск-трекер;Закрыто;Средний
5042728;Система.Таск-трекер;Закрыто;Средний
5042818;Система.Таск-трекер;Закрыто;Критический
5042891;Система.Таск-трекер;Закрыто;Критический
5043712;Система.Таск-трекер;Закрыто;Высокий
5043786;Система.Таск-трекер;Закрыто;Средний
5045495;Система.Таск-трекер;Закрыто;Высокий
5045842;Управление релизами изменениями;Выполнено;Средний
5046740;Система.Таск-трекер;Закрыто;Средний
5046999;Система.Таск-трекер;Закрыто;Средний
5048621;Управление релизами изменениями;Закрыто;Средний
5049729;Система.Таск-трекер;Закрыто;Высокий
5050469;Система.Таск-трекер;Закрыто;Высокий
5051480;Система. Движок;Выполнено;Средний
5052223;Система. Движок;Закрыто;Высокий
5057586;Система. Движок;Создано;Средний
5057605;Система. Движок;Закрыто;Средний
5057615;Система. Движок;Закрыто;Средний
5057619;Система. Движок;В работе;Средний
5058902;Управление релизами изменениями;Выполнено;Высокий
5058905;Управление релизами изменениями;Выполнено;Высокий
5059021;Система.Таск-трекер;Закрыто;Средний
5059135;Система.Вики;Закрыто;Низкий
5060334;Система.Таск-трекер;Закрыто;Средний
5061525;Управление релизами изменениями;Отклонен исполнителем;Средний
5067277;Система.Таск-трекер;Выполнено;Средний
5067310;Система.Таск-трекер;Выполнено;Средний
5067334;Система.Таск-трекер;Выполнено;Средний
5067348;Система.Таск-трекер;Выполнено;Средний
5067374;Система.Таск-трекер;Выполнено;Средний
5067390;Система.Таск-трекер;Выполнено;Средний
5067420;Система.Таск-трекер;Выполнено;Средний
5067719;Система. Движок;Закрыто;Средний
5068008;Система. Движок;Закрыто;Критический
5070230;Система. Движок;Закрыто;Высокий
5071419;Система.Таск-трекер;Создано;Средний
5072816;Система.Таск-трекер;Выполнено;Средний
5075523;Система. Движок;Закрыто;Средний
5075633;Управление релизами изменениями;Закрыто;Средний
5076987;Система.ХранениеАртефактов;Закрыто;Средний
5077711;Управление релизами изменениями;Закрыто;Низкий
5078546;Система.Таск-трекер;Закрыто;Высокий
5078642;Система.Таск-трекер;Закрыто;Средний
5078969;Система. Движок;Выполнено;Средний
5079192;Система. Движок;Выполнено;Средний
5079952;Система.Вики;Закрыто;Средний
5082536;Система.Вики;Отклонен исполнителем;Средний
5083132;Система. Движок;Закрыто;Средний
5083234;Система. Движок;Закрыто;Средний
5085129;Система.ХранениеАртефактов;Закрыто;Средний
5088542;Система.Таск-трекер;Закрыто;Средний
5088844;Система. Движок;Закрыто;Средний
5088996;Система. Движок;Закрыто;Средний
5089841;Система. Движок;Выполнено;Средний
5090381;Система.Таск-трекер;Закрыто;Высокий
5091343;Система.Таск-трекер;Закрыто;Средний
5092323;Система.Вики;Закрыто;Средний
5095765;Система. Движок;Выполнено;Средний
5097005;Система.Таск-трекер;В работе;Средний
5097385;Система.Таск-трекер;Закрыто;Высокий
5100842;Система.Вики;Создано;Средний
5101082;Система.Вики;Создано;Средний
5101618;Управление релизами изменениями;Закрыто;Средний
5102959;Система.Таск-трекер;Закрыто;Средний
5103341;Система. Движок;Закрыто;Средний
5109669;Система.Таск-трекер;Закрыто;Средний
5112328;Система. Движок;Закрыто;Средний
5115243;Система. Движок;Выполнено;Средний
5118592;Система. Движок;В работе;Средний
5118947;Система. Движок;Закрыто;Средний
5119099;Система. Движок;Закрыто;Средний
5119205;Система. Движок;Закрыто;Средний
5120616;Система.Таск-трекер;Закрыто;Критический
5121202;Система.Таск-трекер;Закрыто;Средний
5121380;Система.Вики;Закрыто;Средний
5121862;Система.Вики;Закрыто;Средний
5122720;Система.ХранениеАртефактов;Закрыто;Средний
5122748;Система.ХранениеАртефактов;Закрыто;Средний
5123129;Система.Таск-трекер;Закрыто;Средний
5127840;Система.Таск-трекер;Закрыто;Критический
5128376;Система. Движок;Закрыто;Средний
5128489;Система. Движок;Закрыто;Высокий
5128687;Система.Таск-трекер;Закрыто;Критический
5129574;Система.Ошибки;Закрыто;Средний
5129649;Система.Таск-трекер;Закрыто;Критический
5130709;Система.Таск-трекер;Закрыто;Высокий
5130830;Система.Таск-трекер;Закрыто;Высокий
5131443;Система. Движок;Выполнено;Средний
5131517;Система. Движок;Закрыто;Средний
5133967;Система.Таск-трекер;Закрыто;Высокий
5134840;Система.Таск-трекер;Закрыто;Критический
5135169;Система.Ошибки;Закрыто;Средний
5135813;Система.Вики;Закрыто;Средний
5135880;Система.Таск-трекер;Закрыто;Критический
5135945;Система.Таск-трекер;Закрыто;Критический
5135990;Система.Вики;Закрыто;Средний
5136636;Система.ХранениеАртефактов;Закрыто;Средний
5137167;Система.Таск-трекер;Закрыто;Средний
5138548;Управление релизами изменениями;Закрыто;Средний
5143423;Система. Движок;Выполнено;Средний
5143773;Система.Вики;Закрыто;Средний
5150670;Система.Таск-трекер;Выполнено;Средний
5150949;Система.Таск-трекер;Закрыто;Критический
5152031;Система. Движок;Закрыто;Средний
5159138;Система.Таск-трекер;Закрыто;Средний
5162523;Система.Вики;Закрыто;Высокий
5163271;Система.Таск-трекер;Закрыто;Высокий
5163604;Система.Таск-трекер;Закрыто;Высокий
5170213;Система.Таск-трекер;Закрыто;Средний
5172290;Система. Движок;Закрыто;Средний
5172513;Система. Движок;Закрыто;Средний
5172924;Система.Таск-трекер;Закрыто;Средний
5172994;Система.Таск-трекер;Закрыто;Высокий
5173209;Система.Таск-трекер;Закрыто;Средний
5174196;Система.Таск-трекер;Закрыто;Средний
5174872;Система.Таск-трекер;Закрыто;Высокий
5176061;Система.Вики;Закрыто;Средний
5177501;Система.Ошибки;Подтверждение исправления;Средний
5179128;Управление релизами изменениями;Закрыто;Средний
5179477;Управление релизами изменениями;Закрыто;Средний
5179714;Управление релизами изменениями;Закрыто;Средний
5179793;Управление релизами изменениями;Закрыто;Средний
5179847;Управление релизами изменениями;Закрыто;Средний
5179881;Управление релизами изменениями;Закрыто;Средний
