entity_id;area;status;priority
4205047;Система.Вики;Закрыто;Средний
4209484;Система.Таск-трекер;Тестирование;Критический
4213680;Система. Движок;Выполнено;Средний
4216758;Система.Таск-трекер;Выполнено;Средний
4221177;Система.ХранениеАртефактов;Закрыто;Средний
4228784;Система.Таск-трекер;Закрыто;Средний
4230722;Система.Таск-трекер;Создано;Средний
4309191;Система. Движок;Создано;Средний
4309205;Система. Движок;Создано;Средний
4317978;Система.Таск-трекер;Закрыто;Критический
4319047;Система.Таск-трекер;Закрыто;Средний
4319076;Система.Таск-трекер;Закрыто;Средний
4325748;Система.ХранениеАртефактов;Закрыто;Средний
4325780;Система.ХранениеАртефактов;Закрыто;Средний
4325892;Система.ХранениеАртефактов;Закрыто;Средний
4326965;Система.ХранениеАртефактов;Закрыто;Средний
4327229;Система.ХранениеАртефактов;Закрыто;Средний
4327260;Система.ХранениеАртефактов;Закрыто;Средний
4327285;Система.ХранениеАртефактов;Закрыто;Средний
4327519;Система.ХранениеАртефактов;Закрыто;Средний
4327560;Система.ХранениеАртефактов;Закрыто;Средний
4327584;Система.ХранениеАртефактов;Закрыто;Средний
4327601;Система.ХранениеАртефактов;Закрыто;Средний
4327644;Система.ХранениеАртефактов;Закрыто;Средний
4328761;Система.ХранениеАртефактов;Закрыто;Средний
4331423;Система.ХранениеАртефактов;Закрыто;Средний
4333948;Система.Таск-трекер;Закрыто;Высокий
4334966;Система.Таск-трекер;Закрыто;Средний
4337627;Система.Таск-трекер;Закрыто;Высокий
4337660;Система.Таск-трекер;Тестирование;Высокий
4337710;Система.Таск-трекер;Закрыто;Критический
4338145;Система.Вики;Закрыто;Средний
4338503;Система. Движок;Закрыто;Средний
4339079;Система. Движок;Закрыто;Средний
4340678;Система.ХранениеАртефактов;Закрыто;Средний
4340706;Система.ХранениеАртефактов;Закрыто;Средний
4340795;Система.ХранениеАртефактов;Закрыто;Средний
4342867;Система.Таск-трекер;Тестирование;Средний
4358393;Система.Таск-трекер;Закрыто;Средний
4365372;Система. Движок;Закрыто;Высокий
4370096;Система.ХранениеАртефактов;Закрыто;Средний
4373318;Система.Вики;Подтверждение исправления;Низкий
4377001;Система.ХранениеАртефактов;Закрыто;Средний
4377396;Система.ХранениеАртефактов;Закрыто;Средний
4394635;Система.Вики;Закрыто;Низкий
4400336;Система. Движок;Закрыто;Средний
4402097;Система.Вики;Разработка;Средний
4403183;Система.Вики;Закрыто;Средний
4417366;Система.Таск-трекер;Закрыто;Средний
4417462;Система.Таск-трекер;Подтверждение;Средний
4418620;Система. Движок;Закрыто;Средний
4427462;Система.Таск-трекер;Закрыто;Средний
4427623;Система. Движок;Закрыто;Средний
4428061;Система. Движок;Закрыто;Средний
4428252;Система. Движок;Закрыто;Средний
4432377;Система.ХранениеАртефактов;Закрыто;Средний
4438187;Система.Вики;Закрыто;Средний
4438257;Система.Вики;Закрыто;Средний
4444967;Система.Вики;Закрыто;Средний
4445270;Система.Таск-трекер;Закрыто;Критический
4445771;Система.Вики;Закрыто;Средний
4450950;Система. Движок;Закрыто;Высокий
4454366;Система.Таск-трекер;Закрыто;Средний
4455120;Система.Таск-трекер;Закрыто;Высокий
4455327;Система. Движок;Закрыто;Средний
4456874;Система.Таск-трекер;Закрыто;Средний
4466103;Система.Таск-трекер;Закрыто;Средний
4466684;Система.Таск-трекер;Закрыто;Средний
4472137;Система.Таск-трекер;Закрыто;Средний
4472973;Система.Таск-трекер;Закрыто;Средний
4472989;Система.Таск-трекер;Закрыто;Средний
4474987;Система. Движок;Закрыто;Средний
4475054;Система. Движок;Закрыто;Средний
4476153;Система.Таск-трекер;Закрыто;Высокий
4476767;Система. Движок;Закрыто;Высокий
4476804;Система. Движок;Закрыто;Высокий
4477125;Система. Движок;Закрыто;Средний
4478789;Система.Таск-трекер;Подтверждение;Средний
4482002;Система.Вики;Закрыто;Средний
4486298;Система.Вики;Закрыто;Средний
4486312;Система.Вики;Закрыто;Средний
4486425;Система.Вики;Закрыто;Средний
4486566;Система.Вики;Закрыто;Средний
4486685;Система.Вики;Закрыто;Средний
4486897;Система.Таск-трекер;Закрыто;Высокий
4488222;Система.Вики;Отложен;Средний
4491114;Система.Вики;Подтверждение исправления;Низкий
4491469;Управление релизами изменениями;Отклонен исполнителем;Высокий
4494618;Система.ХранениеАртефактов;Закрыто;Низкий
4494804;Управление релизами изменениями;Подтверждение;Высокий
4497303;Система. Движок;Выполнено;Низкий
4497495;Система.ХранениеАртефактов;Анализ;Средний
4497810;Система.Таск-трекер;Выполнено;Средний
4497858;Система. Движок;Закрыто;Средний
4498161;Управление релизами изменениями;Выполнено;Высокий
4498685;Управление релизами изменениями;Выполнено;Высокий
4500830;Система.Таск-трекер;Закрыто;Средний
4503646;Система.Вики;Закрыто;Средний
4504940;Система.ХранениеАртефактов;Закрыто;Низкий
4505147;Управление релизами изменениями;Закрыто;Высокий
4505216;Система. Движок;В работе;Средний
4505493;Система.Вики;Закрыто;Средний
4506738;Система.Таск-трекер;Анализ;Средний
4509473;Управление релизами изменениями;Закрыто;Средний
4509484;Управление релизами изменениями;Закрыто;Средний
4509492;Управление релизами изменениями;Закрыто;Средний
4509499;Управление релизами изменениями;Закрыто;Средний
4509505;Управление релизами изменениями;Закрыто;Средний
4509511;Управление релизами изменениями;Закрыто;Средний
4509547;Управление релизами изменениями;Закрыто;Средний
4509564;Управление релизами изменениями;Закрыто;Средний
4512596;Система.Вики;Закрыто;Средний
4514809;Система.Вики;Подтверждение исправления;Средний
4517025;Управление релизами изменениями;Тестирование;Средний
4521853;Система. Движок;Создано;Средний
4521964;Система. Движок;Создано;Средний
4523718;Система. Движок;Закрыто;Критический
4524213;Система. Движок;Закрыто;Средний
4524283;Система. Движок;Создано;Средний
4531037;Система.Таск-трекер;Закрыто;Средний
4531653;Система.Таск-трекер;Закрыто;Критический
4533564;Система.Таск-трекер;Закрыто;Средний
4533703;Система.Таск-трекер;Выполнено;Средний
4533808;Система.Таск-трекер;Закрыто;Средний
4534156;Система.Таск-трекер;Закрыто;Средний
4535394;Система.Вики;Закрыто;Средний
4536623;Система.Таск-трекер;Закрыто;Средний
4536933;Система.Таск-трекер;Закрыто;Средний
4537342;Система.Таск-трекер;Закрыто;Критический
4537996;Система.Вики;Закрыто;Средний
4538112;Система.Вики;Закрыто;Средний
4539367;Система.Таск-трекер;Закрыто;Средний
4542920;Система.Таск-трекер;Закрыто;Средний
4542944;Система.Таск-трекер;Закрыто;Средний
4542960;Система.Таск-трекер;Закрыто;Средний
4542988;Система.Таск-трекер;Закрыто;Средний
4544122;Система.Вики;Закрыто;Средний
4544135;Система.Вики;Закрыто;Средний
4544156;Система.Вики;Закрыто;Средний
4545319;Система.Ошибки;Закрыто;Средний
4546580;Система.Таск-трекер;Закрыто;Критический
4547576;Система.ХранениеАртефактов;Закрыто;Средний
4547601;Система.Таск-трекер;Закрыто;Высокий
4547994;Система.Вики;Закрыто;Средний
4549220;Система. Движок;Закрыто;Средний
4550224;Система.Таск-трекер;Закрыто;Высокий
4554359;Система. Движок;Выполнено;Средний
4555571;Система.Таск-трекер;Закрыто;Средний
4556175;Система.Таск-трекер;Закрыто;Средний
4556614;Система.Таск-трекер;Закрыто;Высокий
4556664;Система.Таск-трекер;Закрыто;Средний
4556678;Система.Таск-трекер;Закрыто;Критический
4557011;Система.Таск-трекер;Закрыто;Средний
4558404;Система.ХранениеАртефактов;Закрыто;Средний
4558564;Система.ХранениеАртефактов;Закрыто;Средний
4563531;Система.Таск-трекер;Закрыто;Средний
4565531;Система.ХранениеАртефактов;Создано;Средний
4566987;Система.Таск-трекер;Закрыто;Высокий
4567013;Система.Таск-трекер;Закрыто;Высокий
4571997;Система.Вики;Исправление;Средний
4572495;Система.Вики;Закрыто;Средний
4574260;Система. Движок;Выполнено;Средний
4575370;Система.Таск-трекер;Закрыто;Средний
4578611;Система.Вики;Закрыто;Средний
4579094;Система. Движок;Закрыто;Критический
4579434;Система.Таск-трекер;Закрыто;Средний
4579454;Система.Таск-трекер;Закрыто;Средний
4579618;Система.Вики;Закрыто;Средний
4580923;Система.Таск-трекер;Отклонен исполнителем;Средний
4581346;Система.Таск-трекер;Закрыто;Средний
4581487;Система.Таск-трекер;Закрыто;Высокий
4583463;Система.Вики;Закрыто;Средний
4584456;Система.Таск-трекер;Создано;Высокий
4586084;Система.Таск-трекер;Отложен;Высокий
4589770;Система.ХранениеАртефактов;Закрыто;Средний
4590210;Система.ХранениеАртефактов;Закрыто;Средний
4590327;Система.ХранениеАртефактов;Закрыто;Низкий
4591140;Система.Таск-трекер;Закрыто;Высокий
4591484;Система. Движок;Закрыто;Высокий
4593920;Система.ХранениеАртефактов;Закрыто;Высокий
4594389;Система.ХранениеАртефактов;Закрыто;Средний
4594515;Система.ХранениеАртефактов;Закрыто;Средний
4594541;Система.ХранениеАртефактов;Закрыто;Средний
4594752;Система. Движок;Закрыто;Критический
4594769;Система.Вики;Подтверждение исправления;Низкий
4594819;Система. Движок;Создано;Высокий
4595252;Система. Движок;Закрыто;Средний
4595317;Система. Движок;Отклонен исполнителем;Высокий
4596004;Система. Движок;Закрыто;Критический
4596468;Система.Таск-трекер;Закрыто;Низкий
4596780;Система. Движок;Закрыто;Средний
4598171;Система.ХранениеАртефактов;Закрыто;Высокий
4599049;Система. Движок;Закрыто;Средний
4599058;Система. Движок;Выполнено;Средний
4599069;Система. Движок;Выполнено;Средний
4600026;Система.Вики;Закрыто;Средний
4600573;Управление релизами изменениями;Тестирование;Низкий
4601165;Управление релизами изменениями;Закрыто;Высокий
4602781;Управление релизами изменениями;Закрыто;Средний
4603216;Система.Ошибки;Анализ;Средний
4603867;Система.Таск-трекер;Закрыто;Средний
4603898;Система.Вики;Исправление;Низкий
4604429;Система.ХранениеАртефактов;Выполнено;Средний
4604446;Система.ХранениеАртефактов;Закрыто;Средний
4604626;Система.ХранениеАртефактов;Закрыто;Средний
4605512;Система.ХранениеАртефактов;Закрыто;Средний
4607152;Система.ХранениеАртефактов;Закрыто;Средний
4607249;Система. Движок;Выполнено;Средний
4609089;Система. Движок;В работе;Средний
4609550;Система. Движок;Создано;Средний
4610419;Управление релизами изменениями;Отклонен исполнителем;Высокий
4610666;Система.ХранениеАртефактов;Закрыто;Средний
4610722;Система.Таск-трекер;Создано;Средний
4610732;Система.ХранениеАртефактов;Закрыто;Средний
4610754;Система.ХранениеАртефактов;Закрыто;Средний
4614947;Система. Движок;Закрыто;Высокий
4617826;Система.ХранениеАртефактов;Закрыто;Средний
4617829;Система.ХранениеАртефактов;Закрыто;Средний
4618855;Управление релизами изменениями;Выполнено;Средний
4618942;Управление релизами изменениями;Выполнено;Средний
4619098;Система.ХранениеАртефактов;Закрыто;Средний
4619162;Управление релизами изменениями;Выполнено;Низкий
4619521;Система.ХранениеАртефактов;Закрыто;Средний
4619648;Система.Вики;Закрыто;Высокий
4620051;Система.ХранениеАртефактов;Закрыто;Средний
4620888;Система.ХранениеАртефактов;Закрыто;Средний
4623221;Система.Таск-трекер;Закрыто;Средний
4623364;Система.Таск-трекер;Закрыто;Средний
4627016;Система.ХранениеАртефактов;Закрыто;Средний
4627018;Система.Таск-трекер;Закрыто;Средний
4627117;Система.ХранениеАртефактов;Закрыто;Средний
4627130;Система.Таск-трекер;Закрыто;Средний
4627148;Система.Таск-трекер;Закрыто;Средний
4627276;Система.Таск-трекер;Закрыто;Средний
4627582;Система. Движок;Закрыто;Средний
4627629;Система.Таск-трекер;Закрыто;Средний
4627655;Система.Таск-трекер;Закрыто;Средний
4627668;Система.Таск-трекер;Закрыто;Средний
4627686;Система.Таск-трекер;Закрыто;Средний
4628538;Управление релизами изменениями;Закрыто;Средний
4629199;Система.ХранениеАртефактов;Закрыто;Средний
4629364;Система.ХранениеАртефактов;Закрыто;Средний
4629759;Система.Таск-трекер;Выполнено;Высокий
4630357;Система.Таск-трекер;Выполнено;Высокий
4631815;Система.ХранениеАртефактов;Закрыто;Средний
4631839;Система.ХранениеАртефактов;Закрыто;Средний
4632419;Система.ХранениеАртефактов;Закрыто;Средний
4632506;Система.ХранениеАртефактов;Закрыто;Средний
4633390;Система.ХранениеАртефактов;Закрыто;Средний
4634281;Управление релизами изменениями;Закрыто;Высокий
4635922;Система.Вики;Закрыто;Средний
4638493;Система.Вики;Закрыто;Критический
4638835;Система.Таск-трекер;Закрыто;Средний
4638877;Система.Таск-трекер;Закрыто;Средний
4639824;Система.ХранениеАртефактов;Закрыто;Средний
4639842;Система.ХранениеАртефактов;Закрыто;Средний
4639869;Система.ХранениеАртефактов;Закрыто;Средний
4640354;Система.Вики;Закрыто;Средний
4641192;Система.Вики;Закрыто;Средний
4641720;Система.Вики;Закрыто;Средний
4641811;Система.ХранениеАртефактов;Закрыто;Средний
4641940;Система.ХранениеАртефактов;Закрыто;Средний
4641941;Система.ХранениеАртефактов;Закрыто;Средний
4641958;Система. Движок;Выполнено;Высокий
4642017;Система.ХранениеАртефактов;Закрыто;Средний
4642192;Система.ХранениеАртефактов;Закрыто;Средний
4642280;Система.ХранениеАртефактов;Закрыто;Средний
4642323;Система. Движок;Создано;Высокий
4642335;Система.ХранениеАртефактов;Закрыто;Средний
4642385;Система.ХранениеАртефактов;Закрыто;Средний
4642632;Система.ХранениеАртефактов;Закрыто;Средний
4642788;Система.Вики;Закрыто;Средний
4642795;Система.Вики;Закрыто;Средний
4642909;Система.Вики;Закрыто;Средний
4643034;Система.ХранениеАртефактов;Закрыто;Средний
4643110;Система.Вики;Закрыто;Средний
4643209;Система.ХранениеАртефактов;Закрыто;Средний
4643668;Система.Вики;Закрыто;Средний
4643720;Система.Вики;Закрыто;Средний
4643850;Система.Вики;Закрыто;Средний
4643993;Система.Вики;Закрыто;Средний
4644003;Система.Вики;Закрыто;Средний
4645796;Управление релизами изменениями;Закрыто;Высокий
4646129;Система.Вики;Закрыто;Средний
4646403;Система.Таск-трекер;Закрыто;Высокий
4646884;Система.ХранениеАртефактов;Закрыто;Средний
4646899;Система.ХранениеАртефактов;Закрыто;Средний
4646909;Система.ХранениеАртефактов;Закрыто;Средний
4646945;Система.ХранениеАртефактов;Закрыто;Средний
4647096;Система.ХранениеАртефактов;Закрыто;Средний
4647322;Система. Движок;Закрыто;Средний
4647831;Система.ХранениеАртефактов;Закрыто;Средний
4647931;Система.Таск-трекер;Закрыто;Средний
4648047;Система. Движок;Закрыто;Средний
4648152;Система.Таск-трекер;Закрыто;Средний
4648307;Система. Движок;Закрыто;Средний
4648339;Система.ХранениеАртефактов;Закрыто;Средний
4648373;Система.Таск-трекер;Закрыто;Средний
4648593;Система.ХранениеАртефактов;Закрыто;Средний
4649271;Система.ХранениеАртефактов;Закрыто;Средний
4649315;Система.ХранениеАртефактов;Закрыто;Средний
4649325;Система.Таск-трекер;Закрыто;Средний
4649371;Система.Таск-трекер;Закрыто;Высокий
4649537;Система.ХранениеАртефактов;Закрыто;Средний
4649565;Система.ХранениеАртефактов;Закрыто;Средний
4649590;Система.Вики;Закрыто;Средний
4649592;Система.ХранениеАртефактов;Закрыто;Средний
4649615;Система.ХранениеАртефактов;Закрыто;Средний
4649706;Система.ХранениеАртефактов;Закрыто;Средний
4649729;Система.ХранениеАртефактов;Закрыто;Средний
4649838;Система.ХранениеАртефактов;Закрыто;Средний
4649862;Система.ХранениеАртефактов;Закрыто;Средний
4650456;Система. Движок;Закрыто;Средний
4650566;Система.Таск-трекер;Закрыто;Средний
4650658;Система.Вики;Тестирование;Критический
4650996;Система.ХранениеАртефактов;Закрыто;Средний
4651286;Система.ХранениеАртефактов;Закрыто;Средний
4652763;Система.ХранениеАртефактов;Закрыто;Средний
4654580;Система.ХранениеАртефактов;Закрыто;Средний
4654649;Система.ХранениеАртефактов;Закрыто;Средний
4654704;Система.ХранениеАртефактов;Закрыто;Средний
4654724;Система.ХранениеАртефактов;Закрыто;Средний
4654774;Система.ХранениеАртефактов;Закрыто;Средний
4654837;Система.ХранениеАртефактов;Закрыто;Средний
4654934;Система.ХранениеАртефактов;Закрыто;Средний
4655803;Система.ХранениеАртефактов;Закрыто;Средний
4657258;Система.Таск-трекер;Закрыто;Критический
4657829;Система. Движок;Создано;Средний
4657988;Система. Движок;Создано;Средний
4660504;Система.ХранениеАртефактов;Закрыто;Средний
4661406;Система. Движок;Создано;Средний
4667413;Система. Движок;Закрыто;Средний
4669357;Система.ХранениеАртефактов;Закрыто;Средний
4669376;Система.ХранениеАртефактов;Закрыто;Средний
4669445;Система.ХранениеАртефактов;Закрыто;Средний
4669482;Система.ХранениеАртефактов;Закрыто;Средний
4669524;Система.ХранениеАртефактов;Закрыто;Средний
4673149;Система.Вики;Закрыто;Средний
4673198;Управление релизами изменениями;Выполнено;Средний
4673222;Управление релизами изменениями;Выполнено;Средний
4673236;Управление релизами изменениями;Создано;Средний
4674630;Система.Таск-трекер;Закрыто;Средний
4674735;Система.Таск-трекер;Закрыто;Высокий
4674805;Система. Движок;Закрыто;Средний
4675001;Система. Движок;Создано;Средний
4675448;Система.Таск-трекер;Закрыто;Средний
4675731;Система.Таск-трекер;Закрыто;Низкий
4676197;Система.Таск-трекер;Закрыто;Средний
4676385;Управление релизами изменениями;Закрыто;Средний
4676538;Система. Движок;Закрыто;Критический
4677015;Система.Таск-трекер;Закрыто;Высокий
4677198;Система.ХранениеАртефактов;Закрыто;Средний
4677357;Система.Ошибки;Подтверждение исправления;Средний
4679643;Система. Движок;Закрыто;Средний
4679667;Система. Движок;В работе;Средний
4679691;Управление релизами изменениями;Выполнено;Средний
4679851;Система.Вики;Закрыто;Средний
4679859;Система.Таск-трекер;В работе;Средний
4679870;Система.Вики;Закрыто;Средний
4680243;Система.Таск-трекер;Закрыто;Средний
4680313;Система.Таск-трекер;Создано;Средний
4681026;Система.Таск-трекер;Тестирование;Средний
4681306;Система.Вики;Закрыто;Средний
4681379;Система.Вики;Закрыто;Высокий
4681527;Система.Таск-трекер;Закрыто;Высокий
4681862;Система.Таск-трекер;Закрыто;Средний
4681911;Система. Движок;Закрыто;Средний
4683253;Система.Таск-трекер;Закрыто;Критический
4683385;Система.Таск-трекер;Закрыто;Средний
4683386;Система.Таск-трекер;Закрыто;Средний
4684476;Система.ХранениеАртефактов;Закрыто;Средний
4684478;Система.ХранениеАртефактов;Закрыто;Средний
4685266;Система. Движок;Выполнено;Высокий
4685321;Система. Движок;Закрыто;Критический
4685882;Система.Ошибки;Закрыто;Средний
4685906;Система.Ошибки;Закрыто;Средний
4686371;Управление релизами изменениями;Закрыто;Средний
4686606;Система.Вики;Закрыто;Средний
4686803;Система.Вики;Закрыто;Средний
4687421;Система.Вики;Закрыто;Средний
4687666;Система.Вики;Закрыто;Средний
4689370;Система.Вики;Закрыто;Средний
4689694;Управление релизами изменениями;Выполнено;Высокий
4689701;Управление релизами изменениями;Выполнено;Высокий
4689809;Система.Таск-трекер;Закрыто;Средний
4690337;Система.Вики;Закрыто;Средний
4691386;Система.Вики;Закрыто;Высокий
4691399;Система. Движок;Закрыто;Средний
4693099;Система.ХранениеАртефактов;Закрыто;Средний
4694049;Система.Вики;Закрыто;Средний
4694174;Система.Вики;Создано;Средний
4695071;Система. Движок;Закрыто;Средний
4695092;Система. Движок;Закрыто;Средний
4695218;Система. Движок;Закрыто;Средний
4696165;Система.Вики;Создано;Высокий
4697246;Система.Таск-трекер;Закрыто;Средний
4697963;Управление релизами изменениями;Создано;Средний
4698994;Система.Вики;Создано;Средний
4700662;Система.ХранениеАртефактов;Закрыто;Средний
4701896;Система. Движок;Выполнено;Средний
4702189;Система.Таск-трекер;Закрыто;Средний
4704926;Система.Таск-трекер;Закрыто;Критический
4705033;Система.Таск-трекер;Закрыто;Критический
4705044;Система. Движок;Выполнено;Средний
4705135;Система. Движок;Закрыто;Средний
4705918;Система.Вики;Закрыто;Высокий
4706820;Система.Вики;Закрыто;Средний
4706913;Система.Вики;Закрыто;Средний
4707556;Система.Таск-трекер;Закрыто;Высокий
4707911;Система.Таск-трекер;Закрыто;Средний
4708020;Система.Таск-трекер;Закрыто;Средний
4708046;Система.Таск-трекер;Закрыто;Средний
4708066;Система.Таск-трекер;Закрыто;Высокий
4708216;Система.Таск-трекер;Закрыто;Критический
4708365;Система.Таск-трекер;Закрыто;Средний
4708417;Система.Таск-трекер;Закрыто;Высокий
4708436;Система.Таск-трекер;Закрыто;Высокий
4709297;Система.Вики;Закрыто;Высокий
4711709;Система. Движок;Закрыто;Высокий
4712603;Система.Вики;Закрыто;Высокий
4712991;Система.Таск-трекер;Закрыто;Средний
4713105;Система.Таск-трекер;Закрыто;Критический
4713318;Система.Таск-трекер;Закрыто;Критический
4714886;Система.Таск-трекер;Закрыто;Высокий
4715817;Система.Таск-трекер;Закрыто;Критический
4716121;Система.Таск-трекер;Закрыто;Высокий
4716224;Система.Таск-трекер;Закрыто;Высокий
4716357;Система.Вики;Закрыто;Средний
4716380;Система.Таск-трекер;Закрыто;Средний
4716465;Система.Таск-трекер;Закрыто;Средний
4717939;Система.Таск-трекер;Закрыто;Критический
4723680;Система.Таск-трекер;Закрыто;Критический
4724041;Система.Таск-трекер;Закрыто;Высокий
4724196;Система.Таск-трекер;Закрыто;Критический
4725100;Система.Таск-трекер;Закрыто;Критический
4725218;Система.ХранениеАртефактов;Закрыто;Средний
4725848;Система. Движок;Закрыто;Средний
4728618;Система.Таск-трекер;Закрыто;Средний
4728958;Система. Движок;Закрыто;Средний
4728998;Система.Вики;Закрыто;Средний
4729022;Система.Вики;Закрыто;Средний
4730016;Система.Таск-трекер;Закрыто;Высокий
4734479;Система.Таск-трекер;Закрыто;Критический
