entity_id;status;priority
4943528;Создано;Средний
4949560;Разработка;Средний
4950355;Закрыто;Средний
4950418;Выполнено;Средний
4950426;Выполнено;Средний
4950434;Выполнено;Средний
4950477;Выполнено;Средний
4950513;Выполнено;Средний
4950531;Выполнено;Средний
4950554;Выполнено;Средний
4950562;Выполнено;Средний
4950568;Выполнено;Средний
4950588;Закрыто;Критический
4950901;Закрыто;Средний
4950945;Создано;Низкий
4951016;Закрыто;Критический
4951393;Закрыто;Высокий
4952375;Закрыто;Средний
4952463;Закрыто;Средний
4952630;Закрыто;Критический
4952690;Закрыто;Средний
4955230;Закрыто;Средний
4955261;Закрыто;Высокий
4955368;Закрыто;Средний
4955673;Закрыто;Средний
4955688;Закрыто;Средний
4955704;Закрыто;Средний
4956270;Анализ;Средний
4957805;Закрыто;Средний
4957816;Закрыто;Средний
4957834;Закрыто;Средний
4957875;Закрыто;Средний
4957892;Закрыто;Средний
4962071;Закрыто;Средний
4962075;Закрыто;Средний
4962089;Закрыто;Средний
4964604;Закрыто;Средний
4965138;Закрыто;Средний
4967953;Закрыто;Низкий
4968232;Выполнено;Средний
4968419;Выполнено;Средний
4968451;Закрыто;Средний
4968499;Закрыто;Средний
4969150;Закрыто;Средний
4971966;Закрыто;Высокий
4972101;Закрыто;Высокий
4973977;Закрыто;Средний
4975765;Закрыто;Средний
4975788;Закрыто;Средний
4975807;Закрыто;Средний
4975936;Закрыто;Средний
4975961;Закрыто;Средний
4976333;Закрыто;Средний
4976927;Закрыто;Средний
4977264;Закрыто;Высокий
4978122;Закрыто;Средний
4979369;Закрыто;Средний
4979418;Закрыто;Средний
4981655;Закрыто;Средний
4981760;Закрыто;Средний
4984469;Выполнено;Средний
4984943;Создано;Средний
4985810;Закрыто;Средний
4986291;Закрыто;Средний
4986702;Закрыто;Средний
4987066;Создано;Средний
4987199;Закрыто;Средний
4987211;Закрыто;Средний
4987466;Закрыто;Средний
4987492;Закрыто;Средний
4987515;Закрыто;Средний
4987996;Закрыто;Средний
4988887;СТ Завершено;Средний
4990462;Создано;Средний
4990937;Закрыто;Высокий
4991032;Закрыто;Средний
4991239;Закрыто;Низкий
4991862;Закрыто;Средний
4993247;Закрыто;Средний
4993335;Закрыто;Средний
4993469;Закрыто;Средний
4993690;Закрыто;Средний
4993766;Закрыто;Средний
4994054;Закрыто;Средний
4994373;Закрыто;Средний
4994435;В работе;Средний
4994474;Закрыто;Средний
4994720;Закрыто;Высокий
4994991;Закрыто;Средний
4995146;Выполнено;Средний
4995334;Закрыто;Средний
4998104;Закрыто;Средний
5001342;Закрыто;Средний
5001364;Закрыто;Средний
5002341;Закрыто;Средний
5002345;Закрыто;Средний
5003114;Закрыто;Средний
5003181;Закрыто;Средний
5003761;Закрыто;Средний
5003809;Закрыто;Средний
5005288;Закрыто;Средний
5005327;Закрыто;Средний
5005367;Закрыто;Средний
5005601;Закрыто;Средний
5005845;Закрыто;Средний
5005913;Закрыто;Средний
5005988;Закрыто;Средний
5006399;Закрыто;Средний
5007003;Закрыто;Средний
5007126;Закрыто;Средний
5007424;Закрыто;Средний
5007485;Закрыто;Средний
5007534;Закрыто;Средний
5007673;Закрыто;Средний
5007735;Закрыто;Средний
5007852;Закрыто;Средний
5007896;Закрыто;Средний
5008047;Закрыто;Средний
5008371;Закрыто;Средний
5008607;Закрыто;Средний
5008751;Закрыто;Высокий
5008766;Закрыто;Средний
5009439;Закрыто;Средний
5009559;Закрыто;Средний
5009572;Закрыто;Средний
5009623;Закрыто;Средний
5009655;Закрыто;Средний
5009666;Закрыто;Средний
5009674;Закрыто;Средний
5009706;Закрыто;Средний
5009753;Закрыто;Средний
5010046;Закрыто;Высокий
5010154;Закрыто;Средний
5010302;Закрыто;Средний
5010384;Закрыто;Средний
5011045;Закрыто;Средний
5011047;В работе;Средний
5011908;Закрыто;Средний
5011942;Закрыто;Средний
5012051;Закрыто;Средний
5012259;Закрыто;Средний
5012292;Закрыто;Средний
5012303;Закрыто;Средний
5012319;Закрыто;Средний
5012358;Закрыто;Средний
5012390;Закрыто;Средний
5012406;Закрыто;Средний
5012414;Закрыто;Средний
5012422;Закрыто;Средний
5012458;Закрыто;Средний
5012473;Закрыто;Средний
5012668;Закрыто;Средний
5013918;Закрыто;Средний
5013959;Закрыто;Средний
5014183;Закрыто;Средний
5014253;Закрыто;Средний
5014463;Закрыто;Средний
5014735;Закрыто;Средний
5015568;Закрыто;Средний
5015746;Закрыто;Средний
5016075;Закрыто;Средний
5016091;Закрыто;Средний
5016641;Закрыто;Высокий
5017083;Закрыто;Высокий
5017483;Выполнено;Высокий
5018061;Закрыто;Средний
5018115;Закрыто;Средний
5018133;Закрыто;Средний
5020860;Закрыто;Высокий
5024108;Создано;Высокий
5024385;Закрыто;Средний
5026040;Отклонен исполнителем;Критический
5027123;Отклонен исполнителем;Высокий
5028284;Закрыто;Средний
5030342;Закрыто;Средний
5032503;Создано;Средний
5034080;Выполнено;Критический
5039919;Закрыто;Высокий
5042689;Закрыто;Средний
5042728;Закрыто;Средний
5042818;Закрыто;Критический
5042891;Закрыто;Критический
5043712;Закрыто;Высокий
5043786;Закрыто;Средний
5045495;Закрыто;Высокий
5045842;Выполнено;Средний
5046740;Закрыто;Средний
5046999;Закрыто;Средний
5048621;Закрыто;Средний
5049729;Закрыто;Высокий
5050469;Закрыто;Высокий
5051480;Выполнено;Средний
5052223;Закрыто;Высокий
5057586;Создано;Средний
5057605;Закрыто;Средний
5057615;Закрыто;Средний
5057619;В работе;Средний
5058902;Выполнено;Высокий
5058905;Выполнено;Высокий
5059021;Закрыто;Средний
5059135;Закрыто;Низкий
5060334;Закрыто;Средний
5061525;Отклонен исполнителем;Средний
5067277;Выполнено;Средний
5067310;Выполнено;Средний
5067334;Выполнено;Средний
5067348;Выполнено;Средний
5067374;Выполнено;Средний
5067390;Выполнено;Средний
5067420;Выполнено;Средний
5067719;Закрыто;Средний
5068008;Закрыто;Критический
5070230;Закрыто;Высокий
5071419;Создано;Средний
5072816;Выполнено;Средний
5075523;Закрыто;Средний
5075633;Закрыто;Средний
5076987;Закрыто;Средний
5077711;Закрыто;Низкий
5078546;Закрыто;Высокий
5078642;Закрыто;Средний
5078969;Выполнено;Средний
5079192;Выполнено;Средний
5079952;Закрыто;Средний
5082536;Отклонен исполнителем;Средний
5083132;Закрыто;Средний
5083234;Закрыто;Средний
5085129;Закрыто;Средний
5088542;Закрыто;Средний
5088844;Закрыто;Средний
5088996;Закрыто;Средний
5089841;Выполнено;Средний
5090381;Закрыто;Высокий
5091343;Закрыто;Средний
5092323;Закрыто;Средний
5095765;Выполнено;Средний
5097005;В работе;Средний
5097385;Закрыто;Высокий
5100842;Создано;Средний
5101082;Создано;Средний
5101618;Закрыто;Средний
5102959;Закрыто;Средний
5103341;Закрыто;Средний
5109669;Закрыто;Средний
5112328;Закрыто;Средний
5115243;Выполнено;Средний
5118592;В работе;Средний
5118947;Закрыто;Средний
5119099;Закрыто;Средний
5119205;Закрыто;Средний
5120616;Закрыто;Критический
5121202;Закрыто;Средний
5121380;Закрыто;Средний
5121862;Закрыто;Средний
5122720;Закрыто;Средний
5122748;Закрыто;Средний
5123129;Закрыто;Средний
5127840;Закрыто;Критический
5128376;Закрыто;Средний
5128489;Закрыто;Высокий
5128687;Закрыто;Критический
5129574;Закрыто;Средний
5129649;Закрыто;Критический
5130709;Закрыто;Высокий
5130830;Закрыто;Высокий
5131443;Выполнено;Средний
5131517;Закрыто;Средний
5133967;Закрыто;Высокий
5134840;Закрыто;Критический
5135169;Закрыто;Средний
5135813;Закрыто;Средний
5135880;Закрыто;Критический
5135945;Закрыто;Критический
5135990;Закрыто;Средний
5136636;Закрыто;Средний
5137167;Закрыто;Средний
5138548;Закрыто;Средний
5143423;Выполнено;Средний
5143773;Закрыто;Средний
5150670;Выполнено;Средний
5150949;Закрыто;Критический
5152031;Закрыто;Средний
5159138;Закрыто;Средний
5162523;Закрыто;Высокий
5163271;Закрыто;Высокий
5163604;Закрыто;Высокий
5170213;Закрыто;Средний
5172290;Закрыто;Средний
5172513;Закрыто;Средний
5172924;Закрыто;Средний
5172994;Закрыто;Высокий
5173209;Закрыто;Средний
5174196;Закрыто;Средний
5174872;Закрыто;Высокий
5176061;Закрыто;Средний
5177501;Подтверждение исправления;Средний
5179128;Закрыто;Средний
5179477;Закрыто;Средний
5179714;Закрыто;Средний
5179793;Закрыто;Средний
5179847;Закрыто;Средний
5179881;Закрыто;Средний
