entity_id;history_property_name;history_date;history_change
2353124;Связанные Задачи;7/31/24 7:06;<empty> -> childdest
2353124;Связанные Задачи;7/31/24 7:06;<empty> -> PPAR-7626
2353124;Связанные Задачи;7/31/24 7:06;
2353124;;8/13/24 12:07;
2353124;Спринт;8/13/24 12:07;<empty> -> Спринт 2024.3.4.NPP Shared Sprint
2353124;Связанные Задачи;8/13/24 12:45;<empty> -> childsource
2353124;Связанные Задачи;8/13/24 12:45;<empty> -> PPAR-7769
2353124;;8/27/24 12:21;
2353124;Спринт;8/27/24 12:21;<empty> -> Спринт 2024.3.5.NPP Shared Sprint
2353124;Связанные Задачи;8/28/24 6:58;
2353124;Связанные Задачи;8/28/24 6:59;<empty> -> childdest
2353124;Связанные Задачи;8/28/24 6:59;<empty> -> PPAR-7769
2353124;Связанные Задачи;8/28/24 7:00;<empty> -> childdest
2353124;Связанные Задачи;8/28/24 7:00;<empty> -> PPAR-7964
2353124;Связанные Задачи;8/28/24 7:10;<empty> -> childdest
2353124;Связанные Задачи;8/28/24 7:10;<empty> -> PPAR-7966
2353124;Название;8/29/24 11:04;[US] Паспорт стрима -> [US] Паспорт стрима (печатная форма)
2353124;Оценка;9/10/24 13:18;<empty> -> 3600
2353124;;9/10/24 13:18;
2353124;Спринт;9/10/24 13:18;<empty> -> Спринт 2024.3.6.NPP Shared Sprint
2353124;Связанные Задачи;9/11/24 9:58;<empty> -> childdest
2353124;Связанные Задачи;9/11/24 9:58;<empty> -> PPAR-8136
2353124;Связанные Задачи;9/11/24 9:59;<empty> -> childdest
2353124;Связанные Задачи;9/11/24 9:59;<empty> -> PPAR-8138
2353124;Метки;9/12/24 11:30;<empty> -> PPAR-2024.3-04
2353124;Учет рабочего времени;9/19/24 15:48;"<empty> -> {""id"":1535466,""userLogin"":""user4109728@mail.com"",""spentDate"":""2024-09-19"",""spent"":3600,""description"":""""}"
2353124;Резолюция;9/19/24 15:48;<empty> -> Готово
2353124;Статус;9/19/24 15:48;inProgress -> closed
2353124;Связанные Задачи;9/23/24 9:21;<empty> -> linksWithRequest
2353124;Связанные Задачи;9/23/24 9:21;<empty> -> PROPRO-5678
2353124;Связанные Задачи;10/14/24 11:26;
3332524;Задача;2/27/24 13:35;
3332524;Связанные Задачи;2/27/24 13:35;<empty> -> isClonedBy
3332524;Связанные Задачи;2/27/24 13:35;<empty> -> PPTS-3499
3332524;Копирование;2/27/24 13:35;<empty> -> PPTS-3499
3332524;Оценка;2/27/24 13:37;<empty> -> 28800
3332524;Спринт;2/27/24 13:37;<empty> -> Спринт 2024.1.4.NPP Shared Sprint
3332524;;2/27/24 13:37;
3332524;Родительская задача;2/27/24 13:37;
3332524;Связанные Задачи;2/27/24 13:37;
3332524;;2/27/24 13:37;
3332524;Спринт;3/13/24 14:45;<empty> -> Спринт 2024.1.5.NPP Shared Sprint
3332524;Родительская задача;9/11/24 11:36;<empty> -> PPMGM-1271
3332524;Спринт;9/11/24 11:36;Спринт 2024.1.4.NPP Shared Sprint -> Спринт 2024.1.4.NPP Shared Sprint
3332524;Спринт;9/11/24 11:36;Спринт 2024.1.4.NPP Shared Sprint -> Спринт 2024.1.5.NPP Shared Sprint
3332524;Спринт;9/11/24 11:36;Спринт 2024.1.4.NPP Shared Sprint -> Спринт 2024.3.6.NPP Shared Sprint
3332524;Спринт;9/11/24 11:36;Спринт 2024.1.5.NPP Shared Sprint -> Спринт 2024.1.4.NPP Shared Sprint
3332524;Спринт;9/11/24 11:36;Спринт 2024.1.5.NPP Shared Sprint -> Спринт 2024.1.5.NPP Shared Sprint
3332524;Спринт;9/11/24 11:36;Спринт 2024.1.5.NPP Shared Sprint -> Спринт 2024.3.6.NPP Shared Sprint
3332524;Исполнитель;9/17/24 8:13;user4094470@mail.com -> user4110216@mail.com
3332524;Родительская задача;9/24/24 9:10;
3332524;Родительская задача;9/24/24 9:10;<empty> -> PPMGM-1505
3689670;Дата решения;9/25/24 6:00;<empty> -> 2024-09-24T12:05:38+00:00
3689670;Задача;4/4/24 10:09;
3689670;Связанные Задачи;4/4/24 10:09;<empty> -> isClonedBy
3689670;Связанные Задачи;4/4/24 10:09;<empty> -> PPTS-6308
3689670;Связанные Задачи;4/4/24 10:09;
3689670;;4/4/24 10:09;
3689670;Компоненты;4/4/24 10:24;<empty> -> QA
3689670;Исполнитель;4/10/24 14:15;user4079563@mail.com -> user4083841@mail.com
3689670;Спринт;4/10/24 14:15;<empty> -> Спринт 2024.2.1.NPP Shared Sprint
3689670;Оценка;4/10/24 14:16;<empty> -> 43200
3689670;Связанные Задачи;4/10/24 15:38;<empty> -> childsource
3689670;Связанные Задачи;4/10/24 15:38;<empty> -> PPTS-6458
3689670;Связанные Задачи;4/10/24 15:39;childsource -> initiatedBy
3689670;Связанные Задачи;4/10/24 15:39;childsource -> PPTS-6458
3689670;Связанные Задачи;4/10/24 15:39;PPTS-6458 -> initiatedBy
3689670;Связанные Задачи;4/10/24 15:39;PPTS-6458 -> PPTS-6458
3689670;Спринт;4/22/24 6:45;
3689670;Спринт;4/22/24 6:45;<empty> -> Спринт 2024.2.2.NPP Shared Sprint
3689670;Спринт;4/24/24 8:16;
3689670;Спринт;4/24/24 8:16;<empty> -> Спринт 2024.2.3.NPP Shared Sprint
3689670;Спринт;5/21/24 14:48;
3689670;Спринт;5/21/24 14:48;<empty> -> Спринт 2024.2.4.NPP Shared Sprint
3689670;Владелец;5/30/24 6:40;user4079563@mail.com -> user4108781@mail.com
3689670;Спринт;6/3/24 7:46;
3689670;Спринт;6/3/24 7:46;<empty> -> Спринт 2024.2.5.NPP Shared Sprint
3689670;Спринт;6/5/24 12:53;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3689670;Спринт;6/19/24 20:39;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3689670;Спринт;7/3/24 14:38;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3689670;Спринт;7/15/24 14:07;
3689670;Спринт;9/23/24 11:24;<empty> -> Спринт 2024.3.6.NPP Shared Sprint
3689670;Оценка;9/23/24 11:25;43200 -> 57600
3689670;Статус;9/24/24 9:07;created -> inProgress
3689670;;9/24/24 10:46;
3689670;Спринт;9/24/24 10:46;<empty> -> Спринт 2024.3.6.NPP Shared Sprint
3689670;Связанные Задачи;9/24/24 11:59;<empty> -> clones
3689670;Связанные Задачи;9/24/24 11:59;<empty> -> PPTS-8561
3689670;Связанные Задачи;9/24/24 12:05;<empty> -> clones
3689670;Связанные Задачи;9/24/24 12:05;<empty> -> PPTS-8563
3689670;Название;9/24/24 12:05;[QA] APIv1. Тестирование + тест дизайн. Создание/изменение/получение /v1/sprints -> [QA] APIv1. Тестирование + тест дизайн. Получение /v1/sprints
3689670;Резолюция;9/24/24 12:05;<empty> -> Готово
3689670;Статус;9/24/24 12:05;inProgress -> closed
3791006;Время решения 3ЛП ФАКТ;9/24/24 11:48;<empty> -> 2024-09-24 11:48:49.241132
3791006;Время решения (ФАКТ);9/24/24 11:48;<empty> -> 2024-09-24 11:48:49.241132
3791006;Задача;4/12/24 13:48;
3791006;Связанные Задачи;4/12/24 13:48;<empty> -> isClonedBy
3791006;Связанные Задачи;4/12/24 13:48;<empty> -> PPTS-6492
3791006;Системы обнаружения;4/12/24 13:51;<empty> -> 2064 Таск-трекер
3791006;Метки;4/12/24 13:51;
3791006;;4/12/24 13:53;
3791006;Связанные Задачи;6/14/24 13:26;<empty> -> duplicates
3791006;Связанные Задачи;6/14/24 13:26;<empty> -> PPTS-7236
3791006;Исполнитель;7/8/24 14:57;<empty> -> user4102899@mail.com
3791006;Спринт;7/8/24 14:57;<empty> -> Спринт 2024.3.1.NPP Shared Sprint
3791006;Статус;7/9/24 13:44;created -> localization
3791006;Статус;7/9/24 13:44;localization -> fixing
3791006;Исполнитель;7/18/24 6:15;
3791006;Исполнитель;7/18/24 6:15;<empty> -> user4110489@mail.com
3791006;Спринт;7/18/24 6:15;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3791006;Спринт;7/18/24 6:15;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.2.NPP Shared Sprint
3791006;Исполнитель;8/30/24 12:41;
3791006;Исполнитель;8/30/24 12:41;<empty> -> user4083841@mail.com
3791006;Спринт;9/10/24 12:57;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3791006;Спринт;9/10/24 12:57;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.2.NPP Shared Sprint
3791006;Спринт;9/10/24 12:57;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.6.NPP Shared Sprint
3791006;Спринт;9/10/24 12:57;Спринт 2024.3.2.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3791006;Спринт;9/10/24 12:57;Спринт 2024.3.2.NPP Shared Sprint -> Спринт 2024.3.2.NPP Shared Sprint
3791006;Спринт;9/10/24 12:57;Спринт 2024.3.2.NPP Shared Sprint -> Спринт 2024.3.6.NPP Shared Sprint
3791006;Статус;9/11/24 5:46;fixing -> testing
3791006;Резолюция;9/24/24 11:48;<empty> -> Готово
3791006;Статус;9/24/24 11:48;testing -> closed
3799650;Дата решения;9/18/24 6:00;<empty> -> 2024-09-17T19:38:29+00:00
3799650;Задача;4/16/24 7:45;
3799650;Связанные Задачи;4/16/24 8:39;<empty> -> isBlockedBy
3799650;Связанные Задачи;4/16/24 8:39;<empty> -> PPWI-4320
3799650;Связанные Задачи;4/16/24 8:39;<empty> -> isBlockedBy
3799650;Связанные Задачи;4/16/24 8:39;<empty> -> PPWI-4321
3799650;Связанные Задачи;4/16/24 8:39;<empty> -> isBlockedBy
3799650;Связанные Задачи;4/16/24 8:39;<empty> -> PPWI-4322
3799650;Метки;4/16/24 8:40;<empty> -> tech_debt
3799650;Спринт;5/8/24 9:27;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
3799650;Оценка;5/22/24 8:07;<empty> -> 28800
3799650;Спринт;5/30/24 8:27;
3799650;Спринт;5/30/24 8:27;<empty> -> Спринт 2024.2.5.NPP Shared Sprint
3799650;Спринт;6/5/24 7:54;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3799650;Связанные Задачи;7/1/24 9:09;<empty> -> clones
3799650;Связанные Задачи;7/1/24 9:09;<empty> -> PPWI-5302
3799650;Связанные Задачи;7/1/24 9:09;
3799650;Спринт;7/2/24 10:47;
3799650;Связанные Задачи;7/2/24 10:48;<empty> -> clones
3799650;Связанные Задачи;7/2/24 10:48;<empty> -> PPWI-5321
3799650;Связанные Задачи;7/2/24 10:48;
3799650;Связанные Задачи;8/14/24 7:46;<empty> -> clones
3799650;Связанные Задачи;8/14/24 7:46;<empty> -> PPWI-5702
3799650;Спринт;9/11/24 8:23;<empty> -> Спринт 2024.3.6.NPP Shared Sprint
3799650;Статус;9/17/24 7:22;created -> inProgress
3799650;Учет рабочего времени;9/17/24 19:38;"<empty> -> {""id"":1526080,""userLogin"":""user4090169@mail.com"",""spentDate"":""2024-09-17"",""spent"":28800,""description"":""""}"
3799650;Резолюция;9/17/24 19:38;<empty> -> Готово
3799650;Статус;9/17/24 19:38;inProgress -> closed
3823975;Дата решения;9/18/24 6:00;<empty> -> 2024-09-17T14:05:36+00:00
3823975;Задача;4/22/24 9:17;
3823975;Связанные Задачи;4/22/24 9:17;<empty> -> isClonedBy
3823975;Связанные Задачи;4/22/24 9:17;<empty> -> PPAR-4798
3823975;Исполнитель;4/22/24 9:18;<empty> -> user4104290@mail.com
3823975;Спринт;4/22/24 9:19;<empty> -> Спринт 2024.2.2.NPP Shared Sprint
3823975;Связанные Задачи;4/22/24 9:19;<empty> -> blocks
3823975;Связанные Задачи;4/22/24 9:19;<empty> -> PPAR-4798
3823975;Связанные Задачи;4/22/24 9:20;
3823975;Связанные Задачи;4/22/24 9:20;<empty> -> childsource
3823975;Связанные Задачи;4/22/24 9:20;<empty> -> PPAR-4798
3823975;Связанные Задачи;4/22/24 9:20;
3823975;Исполнитель;4/23/24 15:53;
3823975;Спринт;4/23/24 15:54;
3823975;Название;4/23/24 15:54;[FE] Индексы (верхний, нижний) в текстовом и табличном фрагментах -> Placeholder
3823975;Связанные Задачи;4/23/24 15:54;
3823975;Родительская задача;4/23/24 15:54;
3823975;Название;6/24/24 9:48;Placeholder -> [US] Возможность сохранения полей в анкете шаблона (число, текст)
3823975;Владелец;6/24/24 9:48;
3823975;Владелец;6/24/24 9:48;<empty> -> user4098440@mail.com
3823975;Исполнитель;6/24/24 9:48;<empty> -> user4104822@mail.com
3823975;Родительская задача;6/24/24 9:49;<empty> -> PPMGM-928
3823975;Связанные Задачи;6/24/24 9:52;<empty> -> clones
3823975;Связанные Задачи;6/24/24 9:52;<empty> -> PPAR-7241
3823975;Связанные Задачи;6/24/24 9:52;
3823975;Название;6/24/24 11:37;[US] Возможность сохранения полей в анкете шаблона (число, текст) -> [US] Возможность создания и редактирования  полей в анкете шаблона (число, текст)  (число, текст)
3823975;Связанные Задачи;6/24/24 12:15;<empty> -> childdest
3823975;Связанные Задачи;6/24/24 12:15;<empty> -> PPAR-7241
3823975;Связанные Задачи;6/24/24 12:16;<empty> -> childdest
3823975;Связанные Задачи;6/24/24 12:16;<empty> -> PPAR-7246
3823975;Связанные Задачи;6/24/24 12:16;<empty> -> childdest
3823975;Связанные Задачи;6/24/24 12:16;<empty> -> PPAR-7247
3823975;Связанные Задачи;6/24/24 12:17;<empty> -> childdest
3823975;Связанные Задачи;6/24/24 12:17;<empty> -> PPAR-7249
3823975;Название;6/25/24 6:16;[US] Возможность создания и редактирования  полей в анкете шаблона (число, текст)  (число, текст) -> [US] Возможность сохранения полей в анкете шаблона (число, текст)  (число, текст)
3823975;Название;8/9/24 13:19;[US] Возможность сохранения полей в анкете шаблона (число, текст)  (число, текст) -> [US] Возможность сохранения полей в анкете шаблона (число, текст) 
3823975;Метки;8/9/24 13:19;<empty> -> PPARP-2024.3-03
3823975;Название;8/22/24 9:16;[US] Возможность сохранения полей в анкете шаблона (число, текст)  -> [US] Возможность редактироания/сохранения полей в анкете шаблона (число, текст) 
3823975;Название;8/22/24 9:17;[US] Возможность редактироания/сохранения полей в анкете шаблона (число, текст)  -> [US] Возможность редактироания/сохранения полей в анкете шаблона (число, текст, дата, деньги) 
3823975;Название;8/22/24 9:27;[US] Возможность редактироания/сохранения полей в анкете шаблона (число, текст, дата, деньги)  -> [US] Возможность редактирования/сохранения полей в анкете шаблона (число, текст, дата, деньги) 
3823975;Связанные Задачи;8/22/24 9:31;
3823975;Связанные Задачи;8/22/24 9:35;
3823975;Владелец;8/23/24 13:50;
3823975;Владелец;8/23/24 13:50;<empty> -> user4109701@mail.com
3823975;Владелец;9/3/24 9:25;
3823975;Владелец;9/3/24 9:25;<empty> -> user4104822@mail.com
3823975;Спринт;9/3/24 9:25;<empty> -> Спринт 2024.3.5.NPP Shared Sprint
3823975;;9/3/24 9:25;
3823975;Спринт;9/3/24 9:25;<empty> -> Спринт 2024.3.6.NPP Shared Sprint
3823975;Связанные Задачи;9/6/24 13:44;
3823975;Оценка;9/17/24 14:05;<empty> -> 3600
3823975;Статус;9/17/24 14:05;created -> inProgress
3823975;Учет рабочего времени;9/17/24 14:05;"<empty> -> {""id"":1524749,""userLogin"":""user4109728@mail.com"",""spentDate"":""2024-09-17"",""spent"":3600,""description"":""""}"
3823975;Резолюция;9/17/24 14:05;<empty> -> Готово
3823975;Статус;9/17/24 14:05;inProgress -> closed
3907488;Задача;5/6/24 13:05;
3907488;Связанные Задачи;5/6/24 13:05;<empty> -> isClonedBy
3907488;Связанные Задачи;5/6/24 13:05;<empty> -> PPFW-2288
3907488;Связанные Задачи;5/6/24 13:05;<empty> -> clones
3907488;Связанные Задачи;5/6/24 13:05;<empty> -> PPFW-2290
3907488;Название;5/6/24 13:07;[BE] Сделать Emitter для Eventual Consistency проекций внутренний FW  -> [BE] Сделать Emitter для Eventual Consistency проекций FW 
3907488;Согласие на передачу прав;5/6/24 13:07;<empty> -> true
3907488;Спринт;5/6/24 13:08;<empty> -> Спринт 2024.2.3.NPP Shared Sprint
3907488;Исполнитель;5/6/24 13:25;<empty> -> user4096460@mail.com
3907488;Спринт;5/7/24 9:16;
3907488;Спринт;5/7/24 9:16;<empty> -> Спринт 2024.2.4.NPP Shared Sprint
3907488;Статус;5/22/24 8:05;created -> inProgress
3907488;Статус;5/22/24 8:05;inProgress -> created
3907488;Осталось;6/3/24 9:07;<empty> -> 288000
3907488;Спринт;6/3/24 11:48;
3907488;Спринт;6/3/24 11:48;<empty> -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Исполнитель;6/11/24 10:00;
3907488;Исполнитель;6/11/24 10:01;<empty> -> user4035974@mail.com
3907488;Исполнитель;6/11/24 10:01;user4035974@mail.com -> user4090450@mail.com
3907488;Оценка;6/11/24 10:08;<empty> -> 288000
3907488;Связанные Задачи;6/11/24 10:10;<empty> -> clones
3907488;Связанные Задачи;6/11/24 10:10;<empty> -> PPFW-2528
3907488;Статус;6/13/24 6:37;created -> inProgress
3907488;Спринт;6/24/24 8:09;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;6/24/24 8:09;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;7/5/24 7:50;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;7/5/24 7:50;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;7/5/24 7:50;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;7/5/24 7:50;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;7/5/24 7:50;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;7/5/24 7:50;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/2/24 7:34;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:09;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;;8/23/24 8:12;
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.1.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
3907488;Спринт;8/23/24 8:12;Спринт 2024.3.3.NPP Shared Sprint -> Спринт 2024.3.4.NPP Shared Sprint
3907488;Владелец;8/23/24 8:12;user4104483@mail.com -> user4080862@mail.com
3907488;Спринт;9/2/24 8:13;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
3907488;Спринт;9/2/24 8:13;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
3907488;Спринт;9/2/24 8:13;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
3907488;Спринт;9/2/24 8:13;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.3.NPP Shared Sprint
