entity_id;status;priority
4531915;Закрыто;Средний
4532022;Закрыто;Средний
4532093;Закрыто;Средний
4532094;Закрыто;Средний
4532215;Закрыто;Средний
4532640;Закрыто;Высокий
4532916;Закрыто;Средний
4533016;Закрыто;Средний
4533463;Закрыто;Критический
4533508;Закрыто;Средний
4533821;Закрыто;Высокий
4534279;Закрыто;Средний
4534554;Закрыто;Средний
4534573;Закрыто;Средний
4534602;Закрыто;Средний
4534626;Закрыто;Средний
4535369;Закрыто;Средний
4535394;Закрыто;Средний
4536013;Закрыто;Высокий
4536422;Закрыто;Высокий
4536685;Выполнено;Средний
4536933;Закрыто;Средний
4537342;Закрыто;Критический
4537914;Закрыто;Средний
4538030;Закрыто;Средний
4538059;Закрыто;Средний
4538237;Закрыто;Средний
4539030;Закрыто;Высокий
4539037;Закрыто;Низкий
4539039;Отклонен исполнителем;Низкий
4539354;Закрыто;Средний
4540370;Закрыто;Средний
4540466;Закрыто;Средний
4540495;Закрыто;Средний
4540519;Закрыто;Средний
4540536;Закрыто;Средний
4540564;Закрыто;Средний
4540830;Закрыто;Средний
4541059;Закрыто;Средний
4543004;Выполнено;Средний
4543126;Закрыто;Средний
4543854;Создано;Низкий
4543879;Закрыто;Средний
4543948;Закрыто;Средний
4544077;Закрыто;Средний
4544122;Закрыто;Средний
4544135;Закрыто;Средний
4544156;Закрыто;Средний
4544188;Закрыто;Средний
4544372;Закрыто;Средний
4544530;Закрыто;Критический
4544672;Закрыто;Средний
4544695;Закрыто;Средний
4544703;Закрыто;Высокий
4544714;Закрыто;Средний
4544738;Закрыто;Средний
4544760;Закрыто;Средний
4544787;Закрыто;Средний
4545190;Закрыто;Средний
4545319;Закрыто;Средний
4545748;Закрыто;Критический
4545788;Закрыто;Средний
4547089;Закрыто;Средний
4548151;Закрыто;Средний
4549542;Закрыто;Средний
4549926;Закрыто;Средний
4550306;Закрыто;Средний
4552175;Выполнено;Средний
4552331;Закрыто;Высокий
4552650;Закрыто;Средний
4553594;Закрыто;Средний
4554093;Выполнено;Высокий
4554259;Выполнено;Высокий
4554359;Выполнено;Средний
4555366;Закрыто;Средний
4555389;Закрыто;Средний
4555571;Закрыто;Средний
4555729;Закрыто;Средний
4556028;Закрыто;Средний
4556175;Закрыто;Средний
4556288;Закрыто;Средний
4556454;Закрыто;Средний
4556596;Закрыто;Средний
4556609;Закрыто;Средний
4556664;Закрыто;Средний
4556678;Закрыто;Критический
4556756;Закрыто;Средний
4556942;Закрыто;Средний
4557011;Закрыто;Средний
4557066;Закрыто;Средний
4557150;Закрыто;Средний
4558467;Закрыто;Средний
4558512;Закрыто;Средний
4559757;Закрыто;Средний
4560010;Закрыто;Средний
4560191;Закрыто;Средний
4563905;Закрыто;Средний
4564038;Закрыто;Средний
4564131;Закрыто;Средний
4564171;Закрыто;Средний
4564520;Закрыто;Средний
4566830;Закрыто;Высокий
4566860;Закрыто;Высокий
4566987;Закрыто;Высокий
4567013;Закрыто;Высокий
4571119;Закрыто;Средний
4571134;Закрыто;Средний
4571317;Закрыто;Средний
4571416;Закрыто;Средний
4571428;Закрыто;Средний
4572419;Закрыто;Средний
4572467;Закрыто;Средний
4572613;Закрыто;Высокий
4573054;Закрыто;Средний
4573645;Закрыто;Высокий
4574260;Выполнено;Средний
4574768;Закрыто;Средний
4575992;Закрыто;Низкий
4576627;Закрыто;Средний
4578082;Создано;Высокий
4578093;Создано;Высокий
4578636;Закрыто;Средний
4578930;Закрыто;Средний
4579094;Закрыто;Критический
4579365;Выполнено;Средний
4579417;Выполнено;Средний
4579471;Выполнено;Средний
4579560;Закрыто;Средний
4579683;Закрыто;Средний
4579940;Закрыто;Средний
4581389;Закрыто;Высокий
4581487;Закрыто;Высокий
4584027;Закрыто;Средний
4589979;Закрыто;Средний
4592943;Подтверждение исправления;Средний
4593519;Закрыто;Критический
4593541;Закрыто;Средний
4593639;Закрыто;Высокий
4593838;Закрыто;Средний
4594777;Закрыто;Средний
4594819;Создано;Высокий
4595989;Закрыто;Высокий
4596004;Закрыто;Критический
4596780;Закрыто;Средний
4598043;Закрыто;Средний
4599028;Закрыто;Средний
4599067;Закрыто;Критический
4599826;Закрыто;Высокий
4600325;Закрыто;Средний
4600573;Тестирование;Низкий
4602781;Закрыто;Средний
4603416;Закрыто;Средний
4603898;Исправление;Низкий
4604140;СТ;Средний
4610164;Закрыто;Средний
4619372;Закрыто;Высокий
4619648;Закрыто;Высокий
4627582;Закрыто;Средний
