entity_id;status;priority
4494618;Закрыто;Низкий
4494804;Подтверждение;Высокий
4497303;Выполнено;Низкий
4497495;Анализ;Средний
4497810;Выполнено;Средний
4497858;Закрыто;Средний
4498161;Выполнено;Высокий
4498685;Выполнено;Высокий
4500830;Закрыто;Средний
4503646;Закрыто;Средний
4504940;Закрыто;Низкий
4505147;Закрыто;Высокий
4505216;В работе;Средний
4505493;Закрыто;Средний
4506738;Анализ;Средний
4509473;Закрыто;Средний
4509484;Закрыто;Средний
4509492;Закрыто;Средний
4509499;Закрыто;Средний
4509505;Закрыто;Средний
4509511;Закрыто;Средний
4509547;Закрыто;Средний
4509564;Закрыто;Средний
4512596;Закрыто;Средний
4514809;Подтверждение исправления;Средний
4517025;Тестирование;Средний
4521853;Создано;Средний
4521964;Создано;Средний
4523718;Закрыто;Критический
4524213;Закрыто;Средний
4524283;Создано;Средний
4531037;Закрыто;Средний
4531653;Закрыто;Критический
4533564;Закрыто;Средний
4533703;Выполнено;Средний
4533808;Закрыто;Средний
4534156;Закрыто;Средний
4535394;Закрыто;Средний
4536623;Закрыто;Средний
4536933;Закрыто;Средний
4537342;Закрыто;Критический
4537996;Закрыто;Средний
4538112;Закрыто;Средний
4539367;Закрыто;Средний
4542920;Закрыто;Средний
4542944;Закрыто;Средний
4542960;Закрыто;Средний
4542988;Закрыто;Средний
4544122;Закрыто;Средний
4544135;Закрыто;Средний
4544156;Закрыто;Средний
4545319;Закрыто;Средний
4546580;Закрыто;Критический
4547576;Закрыто;Средний
4547601;Закрыто;Высокий
4547994;Закрыто;Средний
4549220;Закрыто;Средний
4550224;Закрыто;Высокий
4554359;Выполнено;Средний
4555571;Закрыто;Средний
4556175;Закрыто;Средний
4556614;Закрыто;Высокий
4556664;Закрыто;Средний
4556678;Закрыто;Критический
4557011;Закрыто;Средний
4558404;Закрыто;Средний
4558564;Закрыто;Средний
4563531;Закрыто;Средний
4565531;Создано;Средний
4566987;Закрыто;Высокий
4567013;Закрыто;Высокий
4571997;Исправление;Средний
4572495;Закрыто;Средний
4574260;Выполнено;Средний
4575370;Закрыто;Средний
4578611;Закрыто;Средний
4579094;Закрыто;Критический
4579434;Закрыто;Средний
4579454;Закрыто;Средний
4579618;Закрыто;Средний
4580923;Отклонен исполнителем;Средний
4581346;Закрыто;Средний
4581487;Закрыто;Высокий
4583463;Закрыто;Средний
4584456;Создано;Высокий
4586084;Отложен;Высокий
4589770;Закрыто;Средний
4590210;Закрыто;Средний
4590327;Закрыто;Низкий
4591140;Закрыто;Высокий
4591484;Закрыто;Высокий
4593920;Закрыто;Высокий
4594389;Закрыто;Средний
4594515;Закрыто;Средний
4594541;Закрыто;Средний
4594752;Закрыто;Критический
4594769;Подтверждение исправления;Низкий
4594819;Создано;Высокий
4595252;Закрыто;Средний
4595317;Отклонен исполнителем;Высокий
4596004;Закрыто;Критический
4596468;Закрыто;Низкий
4596780;Закрыто;Средний
4598171;Закрыто;Высокий
4599049;Закрыто;Средний
4599058;Выполнено;Средний
4599069;Выполнено;Средний
4600026;Закрыто;Средний
4600573;Тестирование;Низкий
4601165;Закрыто;Высокий
4602781;Закрыто;Средний
4603216;Анализ;Средний
4603867;Закрыто;Средний
4603898;Исправление;Низкий
4604429;Выполнено;Средний
4604446;Закрыто;Средний
4604626;Закрыто;Средний
4605512;Закрыто;Средний
4607152;Закрыто;Средний
4607249;Выполнено;Средний
4609089;В работе;Средний
4609550;Создано;Средний
4610419;Отклонен исполнителем;Высокий
4610666;Закрыто;Средний
4610722;Создано;Средний
4610732;Закрыто;Средний
4610754;Закрыто;Средний
4614947;Закрыто;Высокий
4617826;Закрыто;Средний
4617829;Закрыто;Средний
4618855;Выполнено;Средний
4618942;Выполнено;Средний
4619098;Закрыто;Средний
4619162;Выполнено;Низкий
4619521;Закрыто;Средний
4619648;Закрыто;Высокий
4620051;Закрыто;Средний
4620888;Закрыто;Средний
4623221;Закрыто;Средний
4623364;Закрыто;Средний
4627016;Закрыто;Средний
4627018;Закрыто;Средний
4627117;Закрыто;Средний
4627130;Закрыто;Средний
4627148;Закрыто;Средний
4627276;Закрыто;Средний
4627582;Закрыто;Средний
4627629;Закрыто;Средний
4627655;Закрыто;Средний
4627668;Закрыто;Средний
4627686;Закрыто;Средний
4628538;Закрыто;Средний
4629199;Закрыто;Средний
4629364;Закрыто;Средний
4629759;Выполнено;Высокий
4630357;Выполнено;Высокий
4631815;Закрыто;Средний
4631839;Закрыто;Средний
4632419;Закрыто;Средний
4632506;Закрыто;Средний
4633390;Закрыто;Средний
4634281;Закрыто;Высокий
4635922;Закрыто;Средний
4638493;Закрыто;Критический
4638835;Закрыто;Средний
4638877;Закрыто;Средний
4639824;Закрыто;Средний
4639842;Закрыто;Средний
4639869;Закрыто;Средний
4640354;Закрыто;Средний
4641192;Закрыто;Средний
4641720;Закрыто;Средний
4641811;Закрыто;Средний
4641940;Закрыто;Средний
4641941;Закрыто;Средний
4641958;Выполнено;Высокий
4642017;Закрыто;Средний
4642192;Закрыто;Средний
4642280;Закрыто;Средний
4642323;Создано;Высокий
4642335;Закрыто;Средний
4642385;Закрыто;Средний
4642632;Закрыто;Средний
4642788;Закрыто;Средний
4642795;Закрыто;Средний
4642909;Закрыто;Средний
4643034;Закрыто;Средний
4643110;Закрыто;Средний
4643209;Закрыто;Средний
4643668;Закрыто;Средний
4643720;Закрыто;Средний
4643850;Закрыто;Средний
4643993;Закрыто;Средний
4644003;Закрыто;Средний
4645796;Закрыто;Высокий
4646129;Закрыто;Средний
4646403;Закрыто;Высокий
4646884;Закрыто;Средний
4646899;Закрыто;Средний
4646909;Закрыто;Средний
4646945;Закрыто;Средний
4647096;Закрыто;Средний
4647322;Закрыто;Средний
4647831;Закрыто;Средний
4647931;Закрыто;Средний
4648047;Закрыто;Средний
4648152;Закрыто;Средний
4648307;Закрыто;Средний
4648339;Закрыто;Средний
4648373;Закрыто;Средний
4648593;Закрыто;Средний
4649271;Закрыто;Средний
4649315;Закрыто;Средний
4649325;Закрыто;Средний
4649371;Закрыто;Высокий
4649537;Закрыто;Средний
4649565;Закрыто;Средний
4649590;Закрыто;Средний
4649592;Закрыто;Средний
4649615;Закрыто;Средний
4649706;Закрыто;Средний
4649729;Закрыто;Средний
4649838;Закрыто;Средний
4649862;Закрыто;Средний
4650456;Закрыто;Средний
4650566;Закрыто;Средний
4650658;Тестирование;Критический
4650996;Закрыто;Средний
4651286;Закрыто;Средний
4652763;Закрыто;Средний
4654580;Закрыто;Средний
4654649;Закрыто;Средний
4654704;Закрыто;Средний
4654724;Закрыто;Средний
4654774;Закрыто;Средний
4654837;Закрыто;Средний
4654934;Закрыто;Средний
4655803;Закрыто;Средний
4657258;Закрыто;Критический
4657829;Создано;Средний
4657988;Создано;Средний
4660504;Закрыто;Средний
4661406;Создано;Средний
4667413;Закрыто;Средний
4669357;Закрыто;Средний
4669376;Закрыто;Средний
4669445;Закрыто;Средний
4669482;Закрыто;Средний
4669524;Закрыто;Средний
4673149;Закрыто;Средний
4673198;Выполнено;Средний
4673222;Выполнено;Средний
4673236;Создано;Средний
4674630;Закрыто;Средний
4674735;Закрыто;Высокий
4674805;Закрыто;Средний
4675001;Создано;Средний
4675448;Закрыто;Средний
4675731;Закрыто;Низкий
4676197;Закрыто;Средний
4676385;Закрыто;Средний
4676538;Закрыто;Критический
4677015;Закрыто;Высокий
4677198;Закрыто;Средний
4677357;Подтверждение исправления;Средний
4679643;Закрыто;Средний
4679667;В работе;Средний
4679691;Выполнено;Средний
4679851;Закрыто;Средний
4679859;В работе;Средний
4679870;Закрыто;Средний
4680243;Закрыто;Средний
4680313;Создано;Средний
4681026;Тестирование;Средний
4681306;Закрыто;Средний
4681379;Закрыто;Высокий
4681527;Закрыто;Высокий
4681862;Закрыто;Средний
4681911;Закрыто;Средний
4683253;Закрыто;Критический
4683385;Закрыто;Средний
4683386;Закрыто;Средний
4684476;Закрыто;Средний
4684478;Закрыто;Средний
4685266;Выполнено;Высокий
4685321;Закрыто;Критический
4685882;Закрыто;Средний
4685906;Закрыто;Средний
4686371;Закрыто;Средний
4686606;Закрыто;Средний
4686803;Закрыто;Средний
4687421;Закрыто;Средний
4687666;Закрыто;Средний
4689370;Закрыто;Средний
4689694;Выполнено;Высокий
4689701;Выполнено;Высокий
4689809;Закрыто;Средний
4690337;Закрыто;Средний
4691386;Закрыто;Высокий
4691399;Закрыто;Средний
4693099;Закрыто;Средний
4694049;Закрыто;Средний
4694174;Создано;Средний
4695071;Закрыто;Средний
4695092;Закрыто;Средний
4695218;Закрыто;Средний
4696165;Создано;Высокий
4697246;Закрыто;Средний
4697963;Создано;Средний
4698994;Создано;Средний
4700662;Закрыто;Средний
4701896;Выполнено;Средний
4702189;Закрыто;Средний
4704926;Закрыто;Критический
4705033;Закрыто;Критический
4705044;Выполнено;Средний
4705135;Закрыто;Средний
4705918;Закрыто;Высокий
4706820;Закрыто;Средний
4706913;Закрыто;Средний
4707556;Закрыто;Высокий
4707911;Закрыто;Средний
4708020;Закрыто;Средний
4708046;Закрыто;Средний
4708066;Закрыто;Высокий
4708216;Закрыто;Критический
4708365;Закрыто;Средний
4708417;Закрыто;Высокий
4708436;Закрыто;Высокий
4709297;Закрыто;Высокий
4711709;Закрыто;Высокий
4712603;Закрыто;Высокий
4712991;Закрыто;Средний
4713105;Закрыто;Критический
4713318;Закрыто;Критический
4714886;Закрыто;Высокий
4715817;Закрыто;Критический
4716121;Закрыто;Высокий
4716224;Закрыто;Высокий
4716357;Закрыто;Средний
4716380;Закрыто;Средний
4716465;Закрыто;Средний
4717939;Закрыто;Критический
4723680;Закрыто;Критический
4724041;Закрыто;Высокий
4724196;Закрыто;Критический
4725100;Закрыто;Критический
4725218;Закрыто;Средний
4725848;Закрыто;Средний
4728618;Закрыто;Средний
4728958;Закрыто;Средний
4728998;Закрыто;Средний
4729022;Закрыто;Средний
4730016;Закрыто;Высокий
4734479;Закрыто;Критический
