entity_id;status;priority
4610419;Отклонен исполнителем;Высокий
4610671;Закрыто;Средний
4614947;Закрыто;Высокий
4618942;Выполнено;Средний
4619372;Закрыто;Высокий
4627203;Закрыто;Средний
4629271;Закрыто;Средний
4629652;Отложен;Средний
4632496;Закрыто;Средний
4632599;Закрыто;Средний
4633626;Закрыто;Средний
4634281;Закрыто;Высокий
4648219;Закрыто;Средний
4650251;Закрыто;Высокий
4650658;Тестирование;Критический
4660274;Закрыто;Средний
4661406;Создано;Средний
4673177;В работе;Средний
4673236;Создано;Средний
4674143;Закрыто;Критический
4674619;Закрыто;Средний
4675458;Закрыто;Средний
4676314;Закрыто;Средний
4679322;Закрыто;Средний
4679859;В работе;Средний
4680260;Закрыто;Критический
4680313;Создано;Средний
4681497;Закрыто;Низкий
4683253;Закрыто;Критический
4683565;Закрыто;Средний
4685198;Закрыто;Критический
4685321;Закрыто;Критический
4686803;Закрыто;Средний
4689370;Закрыто;Средний
4691287;Закрыто;Средний
4691386;Закрыто;Высокий
4692937;Закрыто;Низкий
4694049;Закрыто;Средний
4695218;Закрыто;Средний
4697246;Закрыто;Средний
4697963;Создано;Средний
4701184;Закрыто;Средний
4701896;Выполнено;Средний
4706820;Закрыто;Средний
4706913;Закрыто;Средний
4707402;Выполнено;Средний
4707408;Выполнено;Средний
4707414;Создано;Средний
4707459;Выполнено;Средний
4707473;Выполнено;Средний
4707481;В работе;Средний
4707501;Закрыто;Средний
4707516;Закрыто;Средний
4707548;В работе;Средний
4707609;Закрыто;Средний
4707629;Закрыто;Средний
4708677;Выполнено;Низкий
4708680;Выполнено;Низкий
4708682;Создано;Низкий
4711709;Закрыто;Высокий
4714206;Разработка;Средний
4714365;Закрыто;Средний
4714397;Закрыто;Средний
4716357;Закрыто;Средний
4716465;Закрыто;Средний
4721276;Закрыто;Средний
4721277;Закрыто;Средний
4721284;Закрыто;Средний
4721286;Закрыто;Средний
4721589;Закрыто;Средний
4726353;Закрыто;Средний
4726662;Закрыто;Средний
4726751;Закрыто;Средний
4726846;Закрыто;Средний
4728361;Закрыто;Средний
4728501;Закрыто;Средний
4728555;Закрыто;Средний
4729277;Закрыто;Средний
4729849;Закрыто;Средний
4730072;Закрыто;Средний
4730230;Закрыто;Средний
4730356;Закрыто;Средний
4730429;Закрыто;Средний
4730494;Закрыто;Средний
4731548;Закрыто;Средний
4731577;Закрыто;Средний
4731813;Закрыто;Средний
4731845;Закрыто;Средний
4731866;Закрыто;Средний
4731893;Закрыто;Средний
4731931;Закрыто;Средний
4732010;Закрыто;Средний
4732072;Закрыто;Средний
4732838;Закрыто;Средний
4732884;Закрыто;Средний
4732980;Закрыто;Средний
4733050;Закрыто;Средний
4733121;Закрыто;Средний
4733161;Закрыто;Средний
4733183;Закрыто;Средний
4734244;Закрыто;Критический
4734319;Закрыто;Средний
4734663;Закрыто;Высокий
4734677;Закрыто;Средний
4734721;Закрыто;Средний
4734809;Выполнено;Средний
4734883;Закрыто;Средний
4734964;Закрыто;Средний
4735002;Выполнено;Высокий
4735025;Закрыто;Средний
4735150;Закрыто;Средний
4735225;Закрыто;Средний
4735329;Закрыто;Средний
4735383;Закрыто;Средний
4735419;Закрыто;Средний
4735453;Закрыто;Средний
4736330;Закрыто;Средний
4736669;Закрыто;Критический
4736935;Закрыто;Средний
4737163;Закрыто;Средний
4737607;Закрыто;Средний
4737808;Закрыто;Средний
4737816;Закрыто;Средний
4737855;Закрыто;Высокий
4738672;В работе;Средний
4740573;Закрыто;Высокий
4744635;Закрыто;Средний
4745192;Закрыто;Высокий
4745453;Закрыто;Средний
4745533;Закрыто;Средний
4745821;Закрыто;Средний
4746084;Закрыто;Средний
4746558;Закрыто;Средний
4746648;Закрыто;Средний
4746917;Закрыто;Средний
4746974;Закрыто;Средний
4747020;Закрыто;Средний
4747044;Закрыто;Средний
4747070;Закрыто;Средний
4747216;Закрыто;Критический
4747326;Закрыто;Средний
4747420;Закрыто;Средний
4747495;Создано;Средний
4747562;Закрыто;Средний
4748188;Закрыто;Средний
4748255;Закрыто;Средний
4748427;Закрыто;Средний
4748505;Закрыто;Средний
4748536;Закрыто;Средний
4748649;Закрыто;Критический
4748898;Закрыто;Средний
4748920;Закрыто;Средний
4748943;Закрыто;Средний
4748962;Закрыто;Средний
4748968;Закрыто;Средний
4748978;Закрыто;Средний
4749178;Закрыто;Критический
4749223;Закрыто;Средний
4749264;Закрыто;Средний
4749288;Закрыто;Средний
4749300;Закрыто;Высокий
4749317;Закрыто;Средний
4749331;Закрыто;Средний
4749386;Закрыто;Средний
4749427;Закрыто;Средний
4749441;Закрыто;Средний
4749473;Закрыто;Средний
4749527;Закрыто;Средний
4749623;Закрыто;Средний
4749778;Закрыто;Средний
4750007;Закрыто;Средний
4750386;Закрыто;Средний
4750447;Закрыто;Средний
4750646;Закрыто;Средний
4750683;Закрыто;Средний
4750971;Закрыто;Средний
4750987;Закрыто;Средний
4751163;Закрыто;Средний
4751204;Закрыто;Средний
4751259;Закрыто;Средний
4751424;Закрыто;Средний
4751465;Закрыто;Средний
4751486;Закрыто;Средний
4751551;Закрыто;Средний
4751645;Закрыто;Средний
4753418;Закрыто;Средний
4753586;Закрыто;Средний
4753587;Закрыто;Средний
4753602;Закрыто;Средний
4753631;Закрыто;Средний
4753636;Закрыто;Средний
4753653;Закрыто;Средний
4753663;Закрыто;Средний
4753666;В ожидании;Средний
4753675;Закрыто;Средний
4753712;Закрыто;Средний
4753743;Закрыто;Средний
4753756;Закрыто;Средний
4753791;Закрыто;Средний
4753901;Закрыто;Средний
4753987;Закрыто;Средний
4753995;Закрыто;Средний
4754028;В работе;Средний
4754131;Закрыто;Средний
4754228;Закрыто;Средний
4754277;Закрыто;Средний
4754948;Закрыто;Средний
4754982;Закрыто;Средний
4755132;Закрыто;Средний
4755191;Закрыто;Средний
4755391;Закрыто;Средний
4755587;Закрыто;Средний
4756253;Закрыто;Средний
4757374;Закрыто;Средний
4757473;Закрыто;Средний
4757532;Закрыто;Средний
4757834;Закрыто;Средний
4760481;Закрыто;Средний
4761804;Закрыто;Средний
4761890;Закрыто;Средний
4761978;Закрыто;Средний
4762417;Закрыто;Средний
4766575;Закрыто;Средний
4767530;Закрыто;Средний
4767636;Закрыто;Средний
4767711;Закрыто;Средний
4768217;Закрыто;Высокий
4771420;Выполнено;Высокий
4779399;Закрыто;Средний
4779452;Закрыто;Средний
4780454;Выполнено;Средний
4781271;Закрыто;Средний
4784840;Выполнено;Высокий
4785973;Закрыто;Высокий
4786978;Закрыто;Высокий
4787082;Закрыто;Средний
4788026;Закрыто;Высокий
4788411;Закрыто;Средний
4792336;Закрыто;Средний
4792425;Выполнено;Высокий
4792434;Выполнено;Высокий
4793080;Закрыто;Средний
4795578;Анализ;Средний
4796633;Закрыто;Средний
4796972;Выполнено;Высокий
4796996;Закрыто;Критический
4799352;Закрыто;Средний
4799426;Закрыто;Средний
4799889;Закрыто;Средний
4801661;Закрыто;Средний
4803301;Закрыто;Средний
4803629;Закрыто;Критический
4805777;Закрыто;Средний
4808022;Закрыто;Средний
4808154;Закрыто;Средний
4808579;Закрыто;Критический
4808588;Закрыто;Критический
4808601;Закрыто;Критический
4808627;Закрыто;Критический
4810245;Закрыто;Высокий
4811903;Закрыто;Средний
4813722;Закрыто;Средний
4813798;Закрыто;Средний
4814262;Анализ;Средний
4815422;Закрыто;Высокий
4817355;Выполнено;Средний
4817666;Выполнено;Высокий
4817675;Выполнено;Высокий
4817882;Закрыто;Средний
4820241;Выполнено;Средний
4831723;Закрыто;Средний
4833142;Выполнено;Высокий
4833389;Выполнено;Высокий
4834319;Закрыто;Высокий
4841832;Закрыто;Критический
4854329;Закрыто;Средний
4854792;Закрыто;Средний
