entity_id;status;priority
4727195;Закрыто;Средний
4728618;Закрыто;Средний
4734011;Закрыто;Средний
4736402;Закрыто;Низкий
4739452;Закрыто;Средний
4739575;Закрыто;Средний
4740195;Закрыто;Средний
4740919;Локализация;Средний
4746522;Закрыто;Высокий
4747020;Закрыто;Средний
4747044;Закрыто;Средний
4747070;Закрыто;Средний
4747187;Закрыто;Средний
4747595;Закрыто;Средний
4747800;Закрыто;Средний
4748005;Закрыто;Средний
4749944;Закрыто;Средний
4751261;Закрыто;Средний
4751301;Закрыто;Средний
4751713;Закрыто;Средний
4753241;Закрыто;Средний
4768186;Выполнено;Высокий
4770987;Закрыто;Высокий
4783424;Закрыто;Средний
4787082;Закрыто;Средний
4788026;Закрыто;Высокий
4789160;Закрыто;Средний
4789761;Закрыто;Средний
4789776;Выполнено;Средний
4792334;Закрыто;Высокий
4793198;В работе;Средний
4793295;Закрыто;Средний
4793703;Закрыто;Высокий
4793823;Закрыто;Высокий
4796911;Закрыто;Высокий
4799752;Закрыто;Средний
4805335;Закрыто;Критический
4805405;Закрыто;Высокий
4806057;Закрыто;Средний
4806378;Закрыто;Высокий
4806465;Закрыто;Средний
4807019;Закрыто;Высокий
4807070;Закрыто;Высокий
4808331;Закрыто;Высокий
4808533;Закрыто;Средний
4808612;Закрыто;Критический
4808860;Закрыто;Низкий
4809115;Закрыто;Высокий
4809362;Закрыто;Средний
4809431;Закрыто;Средний
4809538;Закрыто;Средний
4810245;Закрыто;Высокий
4813181;Закрыто;Средний
4813359;Закрыто;Средний
4813722;Закрыто;Средний
4815907;Закрыто;Критический
4815976;Закрыто;Средний
4816048;Закрыто;Средний
4817262;Закрыто;Средний
4817320;Закрыто;Средний
4817341;Закрыто;Средний
4817359;Закрыто;Средний
4817384;Закрыто;Средний
4817394;Закрыто;Средний
4817428;Закрыто;Средний
4818747;Закрыто;Средний
4818770;Закрыто;Средний
4818787;Закрыто;Средний
4818804;Закрыто;Средний
4818816;Закрыто;Средний
4818833;Закрыто;Средний
4818853;Закрыто;Средний
4818910;Закрыто;Средний
4818962;Закрыто;Средний
4818994;Закрыто;Средний
4819013;Закрыто;Средний
4819103;Закрыто;Высокий
4819837;Закрыто;Средний
4820537;Закрыто;Средний
4821828;Закрыто;Средний
4821914;Закрыто;Средний
4822198;Закрыто;Средний
4827682;Закрыто;Средний
4828278;Закрыто;Низкий
4830635;Закрыто;Средний
4831723;Закрыто;Средний
4831843;Закрыто;Средний
4834319;Закрыто;Высокий
4834350;Закрыто;Высокий
4838145;Создано;Средний
4838226;Создано;Средний
4840777;Закрыто;Критический
4841274;Закрыто;Средний
4841735;Закрыто;Критический
4841853;Закрыто;Критический
4841876;Закрыто;Средний
4841984;Выполнено;Средний
4842399;Закрыто;Средний
4842566;Закрыто;Средний
4842896;Закрыто;Средний
4843220;Закрыто;Средний
4843319;Закрыто;Средний
4843386;Закрыто;Критический
4843619;Закрыто;Средний
4844653;Закрыто;Низкий
4846316;Закрыто;Средний
4847052;Закрыто;Средний
4847513;Выполнено;Средний
4847980;Закрыто;Средний
4849585;Закрыто;Средний
4849599;Закрыто;Средний
4849623;Закрыто;Средний
4849637;Закрыто;Средний
4850822;Закрыто;Средний
4850929;Закрыто;Средний
4851015;Закрыто;Средний
4851067;Закрыто;Средний
4851088;Закрыто;Средний
4851622;Закрыто;Средний
4854177;Закрыто;Средний
4854839;Закрыто;Средний
4855837;Закрыто;Средний
4855848;Закрыто;Средний
4855857;Закрыто;Средний
4855871;Закрыто;Средний
4856823;Закрыто;Средний
4856927;Закрыто;Средний
4856932;Закрыто;Средний
4856977;Закрыто;Средний
4857010;Закрыто;Средний
4857015;Закрыто;Средний
4857045;Закрыто;Средний
4857058;Закрыто;Средний
4857066;Закрыто;Средний
4857174;Закрыто;Средний
4857280;В работе;Средний
4857805;Выполнено;Средний
4859995;Закрыто;Средний
4860079;Закрыто;Средний
4860116;Закрыто;Средний
4860957;Закрыто;Средний
4861060;Закрыто;Средний
4861135;Закрыто;Средний
4861174;Закрыто;Средний
4861719;Закрыто;Средний
4861748;Закрыто;Средний
4861950;Закрыто;Средний
4862027;Закрыто;Средний
4862510;Закрыто;Средний
4862788;Закрыто;Средний
4862873;Закрыто;Средний
4862887;Закрыто;Средний
4862912;Закрыто;Средний
4862921;Закрыто;Средний
4863090;Закрыто;Средний
4863099;Закрыто;Средний
4863684;Закрыто;Высокий
4863722;Выполнено;Средний
4863760;Закрыто;Средний
4863785;Закрыто;Высокий
4863818;Закрыто;Высокий
4863946;Закрыто;Средний
4864036;Закрыто;Средний
4864136;Закрыто;Средний
4864627;Закрыто;Средний
4865078;Закрыто;Высокий
4865275;Закрыто;Средний
4865343;Закрыто;Средний
4865383;В работе;Критический
4865507;Закрыто;Средний
4865849;Закрыто;Средний
4866190;Закрыто;Высокий
4866219;Закрыто;Средний
4866326;Закрыто;Средний
4867442;Закрыто;Средний
4867761;Закрыто;Средний
4867842;Закрыто;Средний
4867870;Закрыто;Высокий
4868174;В работе;Средний
4868222;В работе;Средний
4868279;В работе;Средний
4868322;Закрыто;Средний
4868333;В работе;Средний
4868340;Закрыто;Средний
4868361;Закрыто;Средний
4868368;В работе;Средний
4868374;Закрыто;Средний
4868451;В работе;Средний
4868615;В работе;Высокий
4868690;Закрыто;Средний
4868720;Закрыто;Средний
4868809;Закрыто;Средний
4869060;Закрыто;Средний
4869313;Закрыто;Средний
4869439;Закрыто;Средний
4869476;Создано;Средний
4869558;Закрыто;Средний
4869568;Закрыто;Средний
4869660;Закрыто;Средний
4869721;Закрыто;Средний
4870353;Закрыто;Средний
4870868;Закрыто;Средний
4871705;Закрыто;Критический
4871781;Закрыто;Средний
4872362;Закрыто;Средний
4872668;Закрыто;Средний
4873617;Закрыто;Критический
4874324;Закрыто;Средний
4874349;Закрыто;Средний
4874375;Закрыто;Критический
4874514;Закрыто;Средний
4879667;Закрыто;Критический
4879777;Закрыто;Высокий
4879962;Закрыто;Средний
4880109;Закрыто;Средний
4880263;Закрыто;Средний
4880963;Закрыто;Высокий
4881049;В работе;Средний
4883163;Закрыто;Критический
4884036;Закрыто;Критический
4884514;Тестирование;Средний
4886081;Закрыто;Средний
4889576;Закрыто;Высокий
4890395;Закрыто;Критический
4890443;Закрыто;Средний
4891185;Закрыто;Средний
4897072;Закрыто;Средний
4897090;Закрыто;Средний
4898890;Создано;Высокий
4899381;Выполнено;Средний
4899657;Выполнено;Высокий
4900114;Закрыто;Средний
4900428;Создано;Низкий
4901252;Закрыто;Средний
4901529;Закрыто;Средний
4901530;Закрыто;Низкий
4902757;Закрыто;Средний
4903269;Закрыто;Средний
4903717;Выполнено;Средний
4903832;Закрыто;Критический
4903888;Закрыто;Средний
4903931;Закрыто;Средний
4904033;Закрыто;Высокий
4904381;Создано;Высокий
4905520;Закрыто;Средний
4906144;Создано;Средний
4906154;Закрыто;Средний
4906165;Выполнено;Средний
4906172;Закрыто;Средний
4906553;Закрыто;Высокий
4907574;Закрыто;Средний
4907957;Закрыто;Высокий
4908236;Закрыто;Средний
4908471;Закрыто;Средний
4908741;Создано;Низкий
4909050;Закрыто;Средний
4909323;Закрыто;Критический
4909488;Закрыто;Средний
4909705;Закрыто;Критический
4910057;Закрыто;Критический
4910705;Закрыто;Критический
4910849;Закрыто;Критический
4911178;Закрыто;Средний
4911223;Выполнено;Средний
4911740;Закрыто;Высокий
4913175;Создано;Низкий
4913309;Закрыто;Средний
4913440;Закрыто;Высокий
4914666;Подтверждение исправления;Критический
4915895;Выполнено;Средний
4915924;Закрыто;Средний
4915949;Закрыто;Средний
4916334;Закрыто;Средний
4917263;Закрыто;Средний
4917862;Создано;Высокий
4918483;Закрыто;Средний
4918518;Закрыто;Высокий
4918555;Закрыто;Низкий
4918560;Закрыто;Низкий
4918746;Закрыто;Высокий
4919245;Закрыто;Средний
4919420;Закрыто;Критический
4921710;Закрыто;Средний
4921723;Создано;Высокий
4921787;Закрыто;Средний
4922038;Создано;Средний
4922163;Закрыто;Средний
4922204;Закрыто;Высокий
4922233;Закрыто;Низкий
4922380;Закрыто;Критический
4922449;Закрыто;Средний
4922531;Закрыто;Средний
4922537;Закрыто;Высокий
4923504;Закрыто;Высокий
4924024;Закрыто;Средний
4924284;Закрыто;Средний
4924620;Закрыто;Высокий
4925615;Выполнено;Средний
4925623;Выполнено;Средний
4925630;Выполнено;Средний
4925864;Выполнено;Средний
4925871;Выполнено;Средний
4925875;Выполнено;Средний
4925896;Выполнено;Средний
4925899;Выполнено;Средний
4925911;Выполнено;Средний
4925921;Выполнено;Средний
4925930;Выполнено;Средний
4925938;Выполнено;Средний
4926221;Выполнено;Средний
4926234;Выполнено;Средний
4926237;Выполнено;Средний
4926250;Выполнено;Средний
4926256;Выполнено;Средний
4926262;Выполнено;Средний
4926299;Выполнено;Средний
4926304;Выполнено;Средний
4926309;Выполнено;Средний
4927229;Закрыто;Средний
4928208;Закрыто;Высокий
4928775;Закрыто;Средний
4928850;Закрыто;Средний
4929518;Закрыто;Средний
4929931;Закрыто;Средний
4930815;Закрыто;Средний
4930833;Закрыто;Средний
4931651;Закрыто;Высокий
4932550;Закрыто;Низкий
4932565;Закрыто;Средний
4932629;Закрыто;Низкий
4932673;Закрыто;Высокий
4934036;Закрыто;Высокий
4934171;Закрыто;Высокий
4934490;Закрыто;Высокий
4934964;Закрыто;Высокий
4935604;Закрыто;Средний
4937816;Закрыто;Средний
4939195;Закрыто;Средний
4939847;Выполнено;Высокий
4940239;Закрыто;Средний
4940792;Выполнено;Высокий
4942038;Закрыто;Средний
4942755;Закрыто;Средний
4942787;Закрыто;Средний
4943107;Закрыто;Средний
4943544;Закрыто;Высокий
4945340;Закрыто;Средний
4945839;Отклонен исполнителем;Средний
4946632;Закрыто;Средний
4947234;Закрыто;Критический
4948847;Закрыто;Критический
4949372;Отклонен исполнителем;Средний
4949560;Разработка;Средний
4950029;Закрыто;Средний
4950418;Выполнено;Средний
4950426;Выполнено;Средний
4950434;Выполнено;Средний
4950477;Выполнено;Средний
4950513;Выполнено;Средний
4950531;Выполнено;Средний
4950554;Выполнено;Средний
4950562;Выполнено;Средний
4950568;Выполнено;Средний
4951014;Отклонен исполнителем;Средний
4951393;Закрыто;Высокий
4955168;Закрыто;Средний
4955720;Закрыто;Средний
4955789;Закрыто;Средний
4955855;Закрыто;Средний
4955997;Закрыто;Средний
4956043;Закрыто;Средний
4956091;Закрыто;Средний
4956122;Закрыто;Средний
4956690;Закрыто;Критический
4960288;Закрыто;Средний
4964364;Отклонен исполнителем;Средний
4965138;Закрыто;Средний
4970757;Закрыто;Высокий
4973270;Закрыто;Средний
4976927;Закрыто;Средний
4977555;Закрыто;Средний
4977603;Создано;Высокий
4978122;Закрыто;Средний
4983898;Закрыто;Высокий
4993837;Закрыто;Средний
4994373;Закрыто;Средний
4994435;В работе;Средний
4994474;Закрыто;Средний
